Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
A8X4H1,2.7.12.1,2,2.7,2.7.12,2.7.12.1
A8XQC7,4.6.1.2,4,4.6,4.6.1,4.6.1.2
A8XSC1,2.7.11.24,2,2.7,2.7.11,2.7.11.24
B4G4E5,3.1.4.35,3,3.1,3.1.4,3.1.4.35
B4MXR8,2.7.11.21,2,2.7,2.7.11,2.7.11.21
B8QHP5,1.14.14.80,1,1.14,1.14.14,1.14.14.-
B9DFG5,2.7.10.2,2,2.7,2.7.11,2.7.11.1
D2CSU5,5.4.99.5,5,5.4,5.4.99,5.4.99.5
D7UNT2,1.1.1.108,1,1.1,1.1.1,1.1.1.-
E9CXX8,3.2.1.113,3,3.2,3.2.1,3.2.1.113
F1SVL2,1.12.98.3,7,7.1,7.1.1,7.1.1.-
G0LES5,4.2.3.6,4,4.2,4.2.3,4.2.3.-
J9W453,2.4.1.80,2,2.4,2.4.1,2.4.1.80
M5EES5,1.13.11.12,1,1.13,1.13.11,1.13.11.12
O02466,2.7.10.1,2,2.7,2.7.10,2.7.10.1
O13782,2.5.1.58,2,2.5,2.5.1,2.5.1.58
O14171,2.5.1.87,2,2.5,2.5.1,2.5.1.87
O16715,4.6.1.2,4,4.6,4.6.1,4.6.1.2
O22938,2.7.10.1,2,2.7,2.7.11,2.7.11.1
O59666,7.2.2.8,7,7.2,7.2.2,7.2.2.8
O59710,1.18.1.6,1,1.18,1.18.1,1.18.1.6
O62026,4.6.1.2,4,4.6,4.6.1,4.6.1.2
O76997,2.7.10.1,2,2.7,2.7.10,2.7.10.1
O94727,1.16.1.9,1,1.16,1.16.1,1.16.1.9
P03813,5.1.1.10,5,5.1,5.1.1,5.1.1.10
P07893,7.2.2.9,7,7.2,7.2.2,7.2.2.8
P0C8L9,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P0CO52,3.7.1.3,3,3.7,3.7.1,3.7.1.3
P0DKT6,3.1.1.4,4,4.1,4.1.1,4.99.1.2
P0DQP9,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P13065,1.12.99.6,1,1.12,1.12.99,1.12.99.6
P13388,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P13711,1.3.3.6,1,1.3,1.3.3,1.3.3.6
P15054,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P16065,4.6.1.2,4,4.6,4.6.1,4.6.1.2
P16354,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P16635,4.4.1.5,4,4.4,4.4.1,4.4.1.5
P18080,2.3.1.37,2,2.3,2.3.1,2.3.1.37
P23371,2.7.7.19,2,2.7,2.7.7,2.7.7.19
P28554,1.3.5.5,1,1.3,1.3.5,1.3.5.6
P29677,7.1.1.8,3,3.4,3.4.24,3.4.24.64
P38134,2.7.10.-,2,2.7,2.7.10,2.7.10.-
P39645,1.3.98.5,1,1.3,1.3.98,1.3.98.5
P40375,1.1.1.38,1,1.1,1.1.1,1.1.1.38
P40977,3.1.4.11,3,3.1,3.1.4,3.1.4.11
P41888,2.7.6.2,2,2.7,2.7.1,2.7.1.36
P49954,3.5.1.3,3,3.5,3.5.1,3.5.1.3
P50126,1.6.2.4,1,1.6,1.6.2,1.6.2.4
P50899,3.2.1.91,3,3.2,3.2.1,3.2.1.91
P54676,2.7.1.137,2,2.7,2.7.1,2.7.1.137
P55865,3.4.22.36,3,3.4,3.4.22,3.4.22.36
P80057,3.4.21.19,3,3.4,3.4.21,3.4.21.-
P80595,3.6.1.5,3,3.6,3.6.1,3.6.1.6
P83223,1.3.5.1,1,1.3,1.3.5,1.3.5.1
P89449,3.4.21.97,3,3.4,3.4.21,3.4.21.97
P91309,2.7.4.24,2,2.7,2.7.4,2.7.4.24
P98204,7.6.2.1,7,7.6,7.6.2,7.6.2.1
Q00393,1.12.98.1,1,1.12,1.12.98,1.12.98.1
Q00770,3.7.1.2,3,3.7,3.7.1,3.7.1.2
Q01002,3.4.21.97,3,3.4,3.4.21,3.4.21.97
Q03174,3.2.1.80,3,3.2,3.2.1,3.2.1.26
Q08227,3.1.3.36,3,3.1,3.1.3,3.1.3.-
Q08853,7.2.2.10,7,7.2,7.2.2,7.2.2.10
Q09154,7.1.1.8,7,7.1,7.1.1,7.1.1.8
Q09509,6.3.2.17,6,6.3,6.3.2,6.3.2.17
Q0S7P9,4.1.99.-,2,2.8,2.8.3,2.8.3.-
Q0VFA3,2.7.7.19,2,2.7,2.7.7,2.7.7.19
Q11133,3.4.24.7,3,3.4,3.4.24,3.4.24.-
Q1DB00,2.7.10.2,2,2.7,2.7.11,2.7.11.1
Q1LX51,2.7.10.2,2,2.7,2.7.10,2.7.10.2
Q26609,2.7.1.1,2,2.7,2.7.1,2.7.1.1
Q27675,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q2H7G2,3.7.1.3,3,3.7,3.7.1,3.7.1.3
Q2KIJ2,2.1.1.85,2,2.1,2.1.1,2.1.1.-
Q2SYI1,1.1.1.133,1,1.1,1.1.1,1.1.1.133
Q3ASD4,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q48656,3.4.11.2,3,3.4,3.4.11,3.4.11.-
Q4U3Y2,2.7.1.1,2,2.7,2.7.1,2.7.1.1
Q4VDN5,3.5.4.38,3,3.5,3.5.4,3.5.4.38
Q51D88,2.7.7.19,2,2.7,2.7.7,2.7.7.19
Q54GQ6,1.3.3.6,1,1.3,1.3.3,1.3.3.6
Q54VI3,1.4.1.2,1,1.4,1.4.1,1.4.1.2
Q54Z25,3.1.4.4,2,2.7,2.7.11,2.7.11.1
Q55276,5.5.1.19,5,5.5,5.5.1,5.5.1.19
Q57696,5.4.99.5,5,5.4,5.4.99,5.4.99.5
Q57843,2.2.1.10,2,2.2,2.2.1,2.2.1.10
Q5AZC8,3.2.1.99,3,3.2,3.2.1,3.2.1.99
Q5P7B0,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q5RBF2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q5SGZ3,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q5U5R9,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q67PQ7,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q6ALW1,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q6DCL5,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q6DJB9,3.1.26.n2,3,3.1,3.1.26,3.1.26.-
Q6NVP8,2.4.1.68,2,2.4,2.4.1,2.4.1.68
Q6RHW2,3.2.1.35,3,3.2,3.2.1,3.2.1.35
Q70KP1,3.1.1.53,3,3.1,3.1.1,3.1.1.53
Q756E1,2.1.1.360,2,2.1,2.1.1,2.1.1.360
Q7SB74,2.1.1.360,2,2.1,2.1.1,2.1.1.360
Q7TT41,1.14.17.-,1,1.14,1.14.17,1.14.17.-
Q7VQJ2,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q7Y228,3.4.17.21,3,3.4,3.4.17,3.4.17.21
Q82VS8,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q83F28,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q88N81,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q894B7,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q8A7J9,3.1.3.64,2,2.7,2.7.8,2.7.7.41
Q8BH73,2.3.2.5,2,2.3,2.3.2,2.3.2.5
Q8GAZ4,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q8GVC7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8H1E3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8I239,2.7.1.68,3,3.4,2.7.11,2.7.11.1
Q8I265,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8LST2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8N8Q1,7.2.1.3,7,7.2,7.2.1,7.2.1.3
Q8RXC8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8TFG6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8TFN2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8VWG4,2.1.1.4,2,2.1,2.1.1,2.1.1.-
Q8VY13,1.16.1.7,1,1.16,1.16.1,1.16.1.7
Q8VYG0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8VZF4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8VZJ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q93IN2,2.4.1.12,2,2.4,2.4.1,2.4.1.12
Q93QC6,4.4.1.13,4,4.4,4.4.1,4.4.1.13
Q94E49,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96287,2.7.11.1,2,2.7,2.7.11,2.7.11.24
Q96LW2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q99279,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q99280,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q99PX1,3.5.1.105,3,3.5,3.5.1,3.5.1.41
Q9ASQ6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9C6K9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9CKF5,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q9DEI1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FF31,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FF78,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q9FG33,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FIF0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FLV4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FVS2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9FX99,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9GRC0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9HDW7,7.2.2.10,7,7.2,7.2.2,7.2.2.10
Q9HGN5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9HLA4,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q9LDD1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LFC0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LFG1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LFH9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LFV3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LK03,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LM69,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LMB9,2.7.11.1,2,2.7,2.7.11,2.7.11.-
Q9LP51,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LPZ3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LS95,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LSX4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LTC0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LUL8,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q9LVK9,7.6.2.1,7,7.6,7.6.2,7.6.2.1
Q9LVL1,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9LVL5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LXG3,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9LY41,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LYT5,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q9M9W7,3.1.1.11,3,3.1,3.1.1,3.1.1.11
Q9NYN1,3.6.5.2,3,3.6,3.6.5,3.6.5.2
Q9P6P9,2.7.11.2,2,2.7,2.7.11,2.7.11.2
Q9P8P2,3.1.1.5,3,3.1,3.1.1,3.1.1.5
Q9PKL0,6.3.4.2,6,6.3,6.3.4,6.3.4.2
Q9PQK7,6.3.4.2,6,6.3,6.3.4,6.3.4.2
Q9RI12,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9RYU4,1.6.5.2,1,1.6,1.6.5,1.6.5.2
Q9S9U1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SF15,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9SGP2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SI52,2.7.1.67,2,2.7,2.7.1,2.7.1.67
Q9SJD4,6.2.1.3,6,6.2,6.2.1,6.2.1.3
Q9SJL9,2.4.1.207,2,2.4,2.4.1,2.4.1.207
Q9SJM3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SK52,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9SLI2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SN27,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9SR87,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SRL4,3.2.1.96,3,3.2,3.2.1,3.2.1.96
Q9SS67,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9STJ8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SY33,1.11.1.7,1,1.11,1.11.1,1.11.1.7
Q9SY88,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9T058,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9T0A0,6.2.1.3,6,6.2,6.2.1,6.2.1.3
Q9USJ4,3.1.1.5,3,3.1,3.1.1,3.1.1.5
Q9USR3,2.7.1.67,2,2.7,2.7.11,2.7.11.1
Q9USS2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9UTH3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9UU87,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9UUF0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9UVG6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9VHI7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9VK50,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q9VL06,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q9VMA0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9VR91,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q9VW09,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9WY06,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q9X909,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9XHY7,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q9XID3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9Y6S9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9YB01,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q9ZR08,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9ZT42,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9ZT49,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9ZUN4,1.14.17.4,1,1.14,1.14.11,1.14.11.15
Q9ZVM9,2.7.11.1,2,2.7,2.7.11,2.7.11.-
R4J7Z9,3.2.1.35,3,3.2,3.2.1,3.2.1.35
U6A629,3.2.1.55,3,3.2,3.2.1,3.2.1.55
A0A009IHW8,3.2.2.6,3,3.2,3.2.2,3.2.2.6
A0A0H3AFM6,2.7.7.65,2,2.7,2.7.7,2.7.7.65
A0A150XSC5,2.7.7.65,2,2.7,2.7.7,2.7.7.-
A0A151EH88,3.2.2.6,3,3.2,3.2.2,3.2.2.6
A0A178VE74,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A0A1I4KS07,3.2.2.6,3,3.2,3.2.2,3.2.2.6
A0A290U7C4,3.2.2.6,3,3.2,3.2.2,3.2.2.6
A0A391NKV7,1.11.1.5,1,1.11,1.11.1,1.11.1.5
A0A3R0A696,3.2.1.55,3,3.2,3.2.1,3.2.1.55
A0A6S5ZZ88,2.3.3.10,2,2.3,2.3.3,2.3.3.10
A0A7H0DMZ7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A0A7H0DNE9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A0AUV4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A0JMA9,5.6.1.1,5,5.6,5.6.1,5.6.1.1
A0R979,5.6.2.1,5,5.6,5.6.2,5.6.2.1
A1A5Q6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A1DAX2,3.2.1.67,3,3.2,3.2.1,3.2.1.67
A1JS45,2.6.1.81,2,2.6,2.6.1,2.6.1.11
A1ZAI5,1.2.1.84,1,1.2,1.2.1,1.2.1.84
A2XDG4,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A2YH41,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2YS71,1.14.19.-,1,1.14,1.14.19,1.14.19.-
A3KQS4,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A3MSN0,4.3.3.6,4,4.3,4.3.3,4.3.3.6
A4RF51,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A5PKG6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A7TGR2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A7TGY3,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A7YSY2,3.6.4.10,3,3.6,3.6.4,3.6.4.10
A7ZBP3,3.6.1.66,3,3.6,3.6.1,3.6.1.66
A8WTJ7,1.1.99.24,1,1.1,1.1.99,1.1.99.24
A8X679,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A8X8R3,1.3.1.94,1,1.3,1.3.1,1.3.1.94
A8XDJ2,3.4.19.12,3,3.4,3.4.19,3.4.19.12
B0KTG9,2.4.2.31,2,2.4,2.4.2,2.4.2.31
B0R5G4,7.6.2.8,7,7.3,7.3.2,7.6.2.-
B0R884,2.4.2.60,2,2.4,2.4.2,2.4.2.59
B0SE38,3.6.1.66,3,3.6,3.6.1,3.6.1.66
B1WBU5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
B1XN08,1.8.4.8,1,1.8,1.8.4,1.8.4.8
B1ZXD5,3.6.1.66,3,3.6,3.6.1,3.6.1.66
B3N6Y7,3.5.1.26,3,3.4,3.4.19,3.4.19.5
B4GXC2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
B6H061,1.1.99.-,1,1.1,1.1.99,1.1.99.-
B6IFN4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
B7XHR6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
B7XK66,3.1.13.4,3,3.1,3.1.13,3.1.13.4
B8D683,3.4.25.1,3,3.4,3.4.25,3.4.25.1
B8ZQ14,6.2.1.54,6,6.2,6.2.1,6.2.1.54
B9DFV2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
C0HB46,3.4.19.12,3,3.4,3.4.19,3.4.19.12
C0HM52,6.5.1.3,6,6.5,6.5.1,6.5.1.3
C4ZA66,2.4.2.22,2,2.4,2.4.2,2.4.2.22
C5FRX4,3.4.14.10,3,3.4,3.4.14,3.4.14.10
C6A2V9,3.4.25.1,3,3.4,3.4.25,3.4.25.1
C7PEQ0,2.5.1.41,2,2.5,2.5.1,2.5.1.41
C7R403,3.4.25.1,3,3.4,3.4.25,3.4.25.1
C8VJF5,3.1.1.74,3,3.1,3.1.1,3.1.1.74
C9J2P7,3.4.19.12,3,3.4,3.4.19,3.4.19.12
C9SJ15,3.4.14.5,3,3.4,3.4.14,3.4.14.5
D1FP53,2.3.2.27,2,2.3,2.3.2,2.3.2.27
D2QS27,2.5.1.41,2,2.5,2.5.1,2.5.1.41
D3S8C7,2.4.2.8,2,2.4,2.4.2,2.4.2.8
D4ANC3,3.4.23.18,3,3.4,3.4.23,3.4.23.-
D4AS70,3.1.1.73,3,3.1,3.1.1,3.1.1.-
D4B2L8,5.3.4.1,5,5.3,5.3.4,5.3.4.1
D4B4P1,3.2.1.18,3,3.2,3.2.1,3.2.1.18
D4D7X4,3.4.24.39,3,3.4,3.4.24,3.4.24.39
D5DKA5,2.3.1.222,2,2.3,2.3.1,2.3.1.222
E1BVR9,2.1.1.n8,2,2.1,2.1.1,2.1.1.n8
E1C213,3.4.19.12,3,3.4,3.4.19,3.4.19.12
E7FAP1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4J3H7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F4JT78,3.2.2.6,3,3.2,3.2.2,3.2.2.6
F7ZKE9,5.1.99.6,5,5.1,5.1.99,5.1.99.6
F8I1D0,5.1.99.6,5,5.1,5.1.99,5.1.99.6
G3FLZ8,1.14.19.-,1,1.14,1.14.19,1.14.19.-
H2A0L4,3.2.1.14,3,3.2,3.2.1,3.2.1.14
H2A0L5,3.2.1.14,3,3.2,3.2.1,3.2.1.14
I1S1Q3,1.14.18.-,1,1.14,1.14.18,1.14.18.9
I3BN39,2.3.1.46,2,2.3,2.3.1,2.3.1.46
L0TDE1,6.5.1.1,6,6.5,6.5.1,6.5.1.1
L7N5A6,3.6.1.11,2,2.7,2.7.1,2.7.1.1
L7WGA7,1.21.99.4,1,1.21,1.21.99,1.21.99.4
