Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
Q00246,3.6.5.2,3,3.6,3.6.5,3.6.5.2
Q01964,2.3.2.36,2,2.3,2.3.2,2.3.2.36
Q03526,2.7.10.2,2,2.7,2.7.10,2.7.10.2
Q04432,4.2.1.130,4,4.2,4.2.1,4.2.1.130
Q04795,2.7.2.4,2,2.7,2.7.2,2.7.2.4
Q06204,2.7.1.59,2,2.7,2.7.1,2.7.1.1
Q06685,2.7.4.24,2,2.7,2.7.4,2.7.4.24
Q06807,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q07407,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q08345,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q08985,2.1.1.10,2,2.1,2.1.1,2.1.1.-
Q09147,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q10407,2.7.11.25,2,2.7,2.7.11,2.7.11.25
Q10656,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q12674,7.6.2.1,7,7.6,7.6.2,7.6.2.1
Q12866,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q13163,2.7.12.2,2,2.7,2.7.12,2.7.12.2
Q13164,2.7.11.24,2,2.7,2.7.11,2.7.11.24
Q13233,2.7.11.25,2,2.3,2.3.2,2.3.2.27
Q15118,2.7.11.2,2,2.7,2.7.11,2.7.11.2
Q15147,3.1.4.11,3,3.1,3.1.4,3.1.4.11
Q15303,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q16620,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q16659,2.7.11.24,2,2.7,2.7.11,2.7.11.1
Q16832,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q20347,2.7.12.2,2,2.7,2.7.12,2.7.12.2
Q21029,2.7.11.25,2,2.7,2.7.11,2.7.11.25
Q21307,2.7.12.2,2,2.7,2.7.12,2.7.12.2
Q22000,3.1.4.17,3,3.1,3.1.4,3.1.4.53
Q23498,3.1.4.12,3,3.1,3.1.4,3.1.4.-
Q23917,3.1.4.53,3,3.1,3.1.4,3.1.4.53
Q24342,2.4.1.222,2,2.4,2.4.1,2.4.1.222
Q27705,2.7.1.90,2,2.7,2.7.1,2.7.1.90
Q28C88,2.3.1.22,2,2.3,2.3.1,2.3.1.20
Q2KI07,3.6.5.2,3,3.6,3.6.5,3.6.5.-
Q2KNB5,2.7.1.1,2,2.7,2.7.1,2.7.1.1
Q381M1,2.7.7.52,2,2.7,2.7.7,2.7.7.19
Q39208,1.14.19.20,1,1.14,1.14.18,1.14.19.20
Q3EDG5,2.8.2.20,2,2.8,2.8.2,2.8.2.-
Q3TWL2,3.1.3.78,3,3.1,3.1.3,3.1.3.-
Q3URK3,1.14.11.n2,1,1.14,1.14.11,1.14.11.n2
Q3Y416,2.7.11.17,2,2.7,2.7.11,2.7.11.1
Q40541,2.7.11.25,2,2.7,2.7.11,2.7.11.25
Q43309,4.4.1.14,4,4.4,4.4.1,4.4.1.14
Q46806,3.5.2.-,3,3.5,3.5.2,3.5.2.5
Q46856,1.1.1.2,1,1.1,1.1.1,1.1.1.-
Q46871,1.16.1.9,1,1.18,1.18.1,1.18.1.3
Q495T6,3.4.24.11,3,3.4,3.4.24,3.4.24.-
Q4ADV8,1.5.99.12,1,1.5,1.5.99,1.5.99.12
Q4KWH8,3.1.4.11,3,3.1,3.1.4,3.1.4.11
Q4VSN4,2.7.12.1,2,2.7,2.7.11,2.7.11.1
Q501Q9,2.7.11.24,2,2.7,2.7.11,2.7.11.24
Q51705,1.7.2.4,1,1.7,1.7.2,1.7.2.4
Q54D73,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q54I36,2.7.12.1,2,2.7,2.7.11,2.7.11.1
Q54MH8,3.6.5.5,3,3.6,3.6.5,3.6.5.5
Q54QV3,2.7.12.1,2,2.7,2.7.12,2.7.12.1
Q55BW0,3.6.5.2,3,3.6,3.6.5,3.6.5.2
Q55F68,4.6.1.1,2,2.7,2.7.13,2.7.13.3
Q56XM9,2.7.7.19,2,2.7,2.7.7,2.7.7.19
Q59MV9,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q5CPU3,2.3.1.57,2,2.3,2.3.1,2.3.1.-
Q5I0M0,2.1.1.357,2,2.1,2.1.1,2.1.1.-
Q5JI69,1.1.1.103,1,1.1,1.1.1,1.1.1.9
Q5JIZ5,3.4.21.62,3,3.4,3.4.21,3.4.21.-
Q5W726,1.14.11.13,1,1.14,1.14.11,1.14.11.-
Q5XI22,2.3.1.9,2,2.3,2.3.1,2.3.1.9
Q63421,3.1.4.17,3,3.1,3.1.4,3.1.4.17
Q63572,2.7.12.1,2,2.7,2.7.11,2.7.11.25
Q63HR2,3.1.3.48,3,3.1,3.1.3,3.1.3.-
Q64568,7.2.2.10,7,7.2,7.2.2,7.2.2.10
Q64612,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q6NZB1,2.1.1.319,2,2.1,2.1.1,2.1.1.319
Q6PB44,3.1.3.48,2,2.3,2.3.2,2.8.3.-
Q6PDN3,2.7.11.18,2,2.7,2.7.11,2.7.11.1
Q6UWV6,3.1.4.12,3,3.6,3.6.1,3.6.1.29
Q6V1X1,3.4.14.5,3,3.4,3.4.14,3.4.14.5
Q6Z398,2.7.1.1,2,2.7,2.7.1,2.7.1.1
Q72EF3,1.7.2.2,1,1.7,1.7.2,1.7.2.2
Q79LY0,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q7K755,2.4.1.41,2,2.4,2.4.1,2.4.1.41
Q7KVS9,2.7.7.19,2,2.7,2.7.7,2.7.7.19
Q7L592,2.1.1.320,2,2.1,2.1.1,2.1.1.320
Q7X8B5,7.2.2.10,7,7.2,7.2.2,7.2.2.-
Q7Z7M9,2.4.1.41,2,2.4,2.4.1,2.4.1.41
Q80TZ3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q80VA0,2.4.1.41,2,2.4,2.4.1,2.4.1.41
Q84JU4,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q84RQ9,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q86C56,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q86GV3,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q86SQ9,2.5.1.87,2,2.5,2.5.1,2.5.1.87
Q8C0T9,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q8GY23,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q8I4N4,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q8IDA0,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q8IPJ3,2.3.2.31,2,2.7,2.7.11,2.7.11.1
Q8IVU3,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q8K0L2,3.6.1.5,3,3.6,3.6.1,3.6.1.5
Q8L850,2.7.1.68,2,2.7,2.7.1,2.7.1.68
Q8MLZ3,3.1.4.35,3,3.1,3.1.4,3.1.4.53
Q8NFW8,2.7.7.43,2,2.7,2.7.7,2.7.7.43
Q8NG27,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NHG8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8R0K2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8R516,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8RXD3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8RXD6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8RXX9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8S9F2,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q8SQG7,3.2.1.35,3,3.2,3.2.1,3.2.1.35
Q8T3Y0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8TC41,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q8TEJ3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8TEK3,2.1.1.360,2,2.1,2.1.1,2.1.1.360
Q8TF42,3.1.3.48,3,3.1,3.1.3,3.1.3.-
Q8U4M3,2.4.1.83,2,2.4,2.4.1,2.4.1.-
Q8VC56,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8VHH7,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q8VIG6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8VPD4,1.4.3.2,1,1.4,1.4.3,1.4.3.2
Q8VYC8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8VZC3,1.2.1.88,1,1.2,1.2.1,1.2.1.-
Q8WV22,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8WVD3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8WVX9,1.2.1.84,1,1.2,1.2.1,1.2.1.84
Q8WWF5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8ZNR3,2.3.2.26,2,2.3,2.3.2,2.3.2.27
Q92265,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q93YV5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q93ZF6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q940T5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q944I4,2.7.1.31,2,2.7,2.7.1,2.7.1.33
Q94BV7,1.6.5.9,1,1.6,1.6.5,1.6.5.9
Q95153,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q95PZ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q95Q34,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q95Q95,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q95QC4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q95SP2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q95ZQ4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q969Q1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96BH1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96CA5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96D59,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96DY5,2.3.2.27,3,3.6,3.6.5,3.6.5.-
Q96F44,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96G75,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96J92,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96L96,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96PF1,2.3.2.13,2,2.3,2.3.2,2.3.2.13
Q96PM5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q96PN8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96PY6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96Q04,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96Q15,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96QP1,2.7.11.1,2,2.3,2.7.11,2.7.11.1
Q96QT4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96S38,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q96T88,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q99728,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q99952,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q99J72,3.5.4.38,3,3.5,3.5.4,3.5.4.38
Q99PJ2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q99PN3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q99PP7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9AV81,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9BMN8,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q9BQK8,3.1.3.4,3,3.1,3.1.3,3.1.3.4
Q9BRZ2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9BUB5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BVH7,2.4.99.-,2,2.4,2.4.99,2.4.99.-
Q9BVS4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BX68,3.9.1.-,3,3.9,3.9.1,3.9.1.-
Q9BXA7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BXM7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BXU1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BY78,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9BYP7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BYT3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9BZM2,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q9BZQ6,3.2.1.113,3,3.2,3.2.1,3.2.1.113
Q9BZY9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9C029,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9C037,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9C5S1,3.1.3.48,3,3.1,3.1.3,3.1.3.-
Q9C5Y0,3.1.4.4,3,3.1,3.1.4,3.1.4.4
Q9C660,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9C7S5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9C888,3.1.4.4,3,3.1,3.1.4,3.1.4.4
Q9C895,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9C9P4,2.3.1.41,2,2.3,2.3.1,2.3.1.-
Q9C9U5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9CAV6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9CR14,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9CWR2,2.1.1.354,2,2.1,2.1.1,2.1.1.-
Q9CY34,2.3.2.34,2,2.3,2.3.2,2.3.2.34
Q9CZW6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9D0C1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9D0D3,2.7.7.19,2,2.7,2.7.7,2.7.7.19
Q9D787,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9D9R0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9DAH2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9DE14,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FF29,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FF55,5.3.4.1,5,5.3,5.3.4,5.3.4.1
Q9FG87,2.3.1.199,2,2.3,2.3.1,2.3.1.199
Q9FHG4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FHX3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FII5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FIJ6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FIL7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FIU5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FIZ3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FK63,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FKS4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FKW0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9FL28,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FMY3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FN37,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FPR3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FR53,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FRS6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FX86,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FXF2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9FYK0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9H0F5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9H1B7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9H2A9,2.8.2.-,2,2.8,2.8.2,2.8.2.-
Q9H2G2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9H3Q3,2.8.2.-,2,2.8,2.8.2,2.8.2.-
Q9H422,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9H4A3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9H4B4,2.7.11.21,2,2.7,2.7.11,2.7.11.21
Q9H6Y7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9HB29,3.2.2.6,3,3.2,3.2.2,3.2.2.6
Q9HBD1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9HBU6,2.7.1.82,2,2.7,2.7.1,2.7.1.82
Q9HCN3,3.1.1.4,3,3.4,3.4.22,3.4.21.-
Q9HD20,7.4.2.-,7,7.2,7.2.2,7.2.2.-
Q9HD43,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q9HGN1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9IA88,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9IAX2,1.21.99.4,1,1.21,1.21.99,1.21.99.4
Q9LE81,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LF41,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LFP7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LHP4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LJD8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LJM4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LK43,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LP24,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LPT1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LQX2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LRB7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q9LSE1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LSF1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LSL5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LSR8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LT38,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LTW5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LUL2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LUW0,1.13.11.58,1,1.13,1.13.11,1.13.11.-
Q9LW83,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LX30,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LY03,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LY50,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LYN8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LZF8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LZV4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9LZW4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9M0E5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9M1L7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9M2S4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9M345,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9M3G7,2.7.11.1,2,2.1,2.1.1,2.1.1.37
Q9M9C5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9M9E0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9MAU6,5.3.4.1,5,5.3,5.3.4,5.3.4.1
Q9N3Q4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9N3Z3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NAH6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NB31,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NI63,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NIV1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NJU9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NLA1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NRH2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NRM7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NSY1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NYA4,3.1.3.48,3,3.1,3.1.3,3.1.3.-
Q9NZ20,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q9NZJ5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9NZK7,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q9P371,3.4.19.-,3,3.4,3.4.19,3.4.19.-
Q9P6P3,2.7.11.1,2,2.7,2.7.12,2.7.12.1
Q9P7H1,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q9P7V9,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9QY01,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9QZL6,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9R0A5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9RRH3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9S713,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9S7I0,3.5.4.33,2,2.7,2.4.1,2.1.1.360
Q9S7I6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SB51,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9SCZ4,2.7.11.1,2,2.7,2.7.11,2.7.11.-
Q9SEZ7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SGH2,2.3.1.48,2,2.1,2.1.1,2.3.1.48
Q9SIQ7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SIT1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SPK4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SSL9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9SU29,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q9SU79,1.5.3.-,1,1.5,1.5.3,1.5.3.-
Q9SWS1,7.2.1.3,7,7.2,7.2.1,7.2.1.3
Q9SXB8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9T0P4,1.4.7.1,1,1.4,1.4.1,1.4.1.13
Q9TW45,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9TW67,3.5.1.52,3,3.5,3.5.1,3.5.1.52
Q9TYU5,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q9TZM3,2.7.11.1,2,2.3,2.3.2,2.3.2.27
Q9U1Y5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q9U2B7,2.3.2.-,2,2.3,2.3.2,2.3.2.27
Q9UEE5,2.7.11.1,2,2.7,2.7.11,2.7.11.17
Q9UII4,2.3.2.-,2,2.3,2.3.2,2.3.2.26
Q9UKN8,2.3.1.48,2,2.3,2.3.2,2.3.2.27
Q9ULA0,3.4.11.21,3,3.4,3.4.11,3.4.11.-
Q9UPU5,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9USP2,3.6.1.5,3,3.6,3.6.1,3.6.1.5
Q9UTG2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q9UTM7,2.3.1.48,2,2.3,2.3.1,2.3.1.48
Q9UTT1,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9UUB6,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q9V6X7,2.4.1.221,2,2.4,2.4.1,2.4.1.221
Q9V853,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q9VA70,3.5.1.23,3,3.5,3.5.1,3.5.1.23
Q9VC56,3.4.19.12,3,3.4,3.4.19,3.4.19.12
