Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
A2AN08-4,2.3.2.27,2,2.7,2.7.11,2.7.11.25
A2AN08-5,2.3.2.27,2,2.7,2.7.11,2.7.11.1
A2AP18-2,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A2AP18-3,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A2AP18-4,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A2AP18-5,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A2ARP1-2,2.7.4.24,2,2.7,2.7.4,2.7.4.24
A2ARP1-3,2.7.4.24,2,2.7,2.7.4,2.7.4.24
A2ARP1-5,2.7.4.24,6,6.3,6.3.4,6.3.2.-
A2ARP1-6,2.7.4.24,2,2.7,2.7.4,2.7.12.2
A2ASS6-2,2.7.11.1,2,2.7,2.7.11,2.7.11.18
A2ASS6-3,2.7.11.1,2,2.7,2.7.11,2.7.11.18
A2CG49-2,2.7.11.1,2,2.7,2.7.11,2.3.2.27
A2CG49-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2CG49-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2CG49-5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2CG49-6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2CG49-7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2CG49-8,2.7.11.1,2,2.7,2.7.11,2.3.2.27
A2CG49-9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2CG49-10,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2PYH4-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A2RTX5-2,6.1.1.3,6,6.1,6.1.1,6.1.1.3
A2VEY9-2,2.3.1.225,2,2.3,2.3.2,2.3.2.27
A2VEY9-3,2.3.1.225,2,2.3,2.3.1,2.3.1.225
A2VEY9-4,2.3.1.225,2,2.3,2.3.1,2.3.1.225
A3FIN4-2,7.6.2.1,7,7.6,7.6.2,7.6.2.1
A3FIN4-3,7.6.2.1,7,7.6,7.6.2,7.6.2.1
A3KFM7-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A3KGF7-2,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A3KGF7-3,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A3KGF7-4,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A3KPF2-2,2.1.1.319,2,2.1,2.1.1,2.1.1.319
A4D126-2,2.7.7.40,2,2.7,2.7.7,2.7.7.40
A4K436-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A4K436-3,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A4K436-4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A4K436-5,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A4L9P5-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A4Q998-2,2.4.2.1,2,2.4,2.4.2,2.4.2.1
A4VCL2-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A5D8Q0-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A5JYX5-2,1.1.1.1,1,1.1,1.1.1,1.1.1.-
A5JYX5-3,1.1.1.1,1,1.1,1.1.1,1.1.1.300
A6ZM04-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A7E3S4-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A7MBI7-2,2.1.1.6,2,2.1,2.1.1,2.1.1.6
A7MCT6-2,2.7.1.82,2,2.7,2.7.1,2.7.1.82
A8DYP0-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A8DYP0-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A8DYP0-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A8DYP0-5,2.7.11.1,2,2.7,2.7.11,2.7.11.18
A8DYP0-6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A8MQ27-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A8MQ27-3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A8MS41-2,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A8MS41-3,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A8MS41-4,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A8MS41-5,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A8MS41-6,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A8MS68-2,1.8.1.4,1,1.8,1.8.1,1.8.1.4
B0V2N1-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B0V2N1-3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B0V2N1-4,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B0V2N1-5,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B0V2N1-6,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B0YJ81-2,4.2.1.134,2,2.3,2.4.1,2.3.1.-
B1AUH1-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B1Q257-2,4.6.1.2,4,4.6,4.6.1,4.6.1.2
B1Q3J6-2,2.1.1.37,2,2.1,2.1.1,2.1.1.37
B1Q3J6-3,2.1.1.37,2,2.1,2.1.1,2.1.1.37
B2GV87-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B2GV87-3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B3DK56-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B3DLB3-2,2.1.1.319,2,2.1,2.1.1,2.1.1.319
B3H754-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
B3H7A9-2,1.11.2.3,1,1.11,1.11.2,1.11.2.3
B3H7A9-3,1.11.2.3,1,1.11,1.11.2,1.11.2.3
B3LF48-2,3.6.5.2,3,3.6,3.6.5,3.6.5.-
B3WFY8-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
B5X0E4-2,7.6.2.2,7,7.6,7.6.2,7.6.2.2
B6VQ60-2,2.3.2.27,3,3.1,4.6.1,4.6.1.18
B7YZV4-2,3.1.4.17,3,3.1,3.1.4,3.1.4.17
B9DFG5-2,2.7.10.2,2,2.7,2.7.11,2.7.11.1
B9DGD6-2,6.2.1.1,6,6.2,6.2.1,6.2.1.1
B9DGU7-2,2.7.6.2,2,2.7,2.7.6,2.7.6.2
B9DGU7-3,2.7.6.2,2,2.7,2.7.6,2.7.6.2
B9TSP7-2,1.2.1.84,1,1.2,1.2.1,1.2.1.84
C0LGE0-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGG6-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGG8-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGN2-2,2.7.11.1,3,3.2,3.2.1,3.2.1.39
C0LGR9-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D0PV95-2,3.6.4.13,3,3.6,3.6.4,3.6.4.13
D0Z5N4-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D1KF50-2,5.6.2.4,5,5.6,5.6.2,5.6.2.4
D2WL32-2,2.4.1.18,2,2.4,2.4.1,2.4.1.18
D2WL32-3,2.4.1.18,2,2.4,2.4.1,2.4.1.18
D3K0R6-2,7.2.2.10,7,7.2,7.2.2,7.2.2.10
D3YWQ0-2,2.7.1.107,2,2.7,2.7.1,2.7.1.107
D3YXJ0-2,2.7.1.107,2,2.7,2.7.1,2.7.1.107
D3YXJ0-3,2.7.1.107,2,2.7,2.7.1,2.7.1.107
D3Z6P0-2,5.3.4.1,5,5.3,5.3.4,5.3.4.1
D3Z7P3-2,3.5.1.2,3,3.5,3.5.1,3.5.1.2
D3ZJ96-2,3.4.19.12,3,3.4,3.4.19,3.4.19.12
D4A1F2-2,1.14.13.225,1,1.14,1.14.13,1.14.13.225
D4A1F2-4,1.14.13.225,1,1.14,1.14.13,1.14.13.225
D4A1F2-5,1.14.13.225,2,2.7,2.1.1,2.7.11.1
D4A1F2-6,1.14.13.225,1,1.14,1.14.13,1.14.13.225
D4AE59-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D7UPN3-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
E1C656-2,2.3.2.26,2,2.3,2.3.2,2.3.2.27
E5KGE0-2,2.3.2.27,2,2.7,2.7.11,2.7.11.1
E6Y5X0-2,3.5.1.5,3,3.5,3.5.1,3.5.1.5
E7EZF3-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
E9P860-2,3.6.4.13,3,3.6,3.6.4,3.6.4.-
E9PSL7-2,2.7.11.1,2,2.7,2.7.11,2.3.2.27
E9PSL7-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
E9PZJ8-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
E9Q9A9-2,2.7.7.84,2,2.7,2.7.7,2.7.7.84
E9Q9U0-2,3.4.19.12,3,3.4,3.4.19,3.4.19.12
F1LP64-2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
F1MAB7-2,2.7.1.107,2,2.7,2.7.1,2.7.1.107
F1MAB7-3,2.7.1.107,2,2.7,2.7.1,2.7.1.107
F1NWE3-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
F1QVU0-2,2.7.10.1,2,2.7,2.7.10,2.7.10.1
F1RA39-2,1.14.13.225,1,1.14,1.14.13,1.14.13.225
F1RA39-3,1.14.13.225,1,1.14,1.14.13,1.14.13.225
F1RA39-4,1.14.13.225,1,1.14,1.14.13,1.14.13.225
F4HRJ4-2,2.7.11.25,2,2.7,2.7.11,2.7.11.25
F4HRJ4-3,2.7.11.25,2,2.7,2.7.11,2.7.11.25
F4HRJ4-4,2.7.11.25,2,2.7,2.7.11,2.7.11.25
F4HVG8-2,2.7.10.2,2,2.7,2.7.13,2.7.13.3
F4HVY0-2,4.1.99.5,4,4.1,4.1.99,4.1.99.5
F4HVY0-3,4.1.99.5,4,4.1,4.1.99,4.1.99.5
F4HZD1-2,2.3.2.27,1,1.14,1.14.11,1.14.11.65
F4I2N7-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F4IAX1-2,1.4.3.21,5,5.5,5.5.1,5.5.1.-
F4IDI6-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4IS56-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F4ISV9-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4ISV9-3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4IV16-2,2.7.6.2,2,2.7,2.7.6,2.7.6.2
F4JHA2-2,2.7.6.5,2,2.7,2.7.6,2.7.6.5
F4JKK0-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4JP52-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4JQH3-2,3.4.11.9,3,3.4,3.4.11,3.4.11.9
F4K0E8-2,1.17.7.1,1,1.17,1.17.7,1.17.7.3
F4K2A1-2,6.3.2.17,6,6.3,6.3.2,6.3.2.17
F4K6B8-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F4KGQ0-2,4.1.2.13,4,4.1,4.1.2,4.1.2.13
F4KHQ8-2,3.5.1.23,3,3.1,5.4.99,5.4.99.5
G3V9H8-2,2.7.10.1,2,2.7,2.7.10,2.7.10.1
G4SLH0-2,2.7.11.1,2,2.7,2.7.11,2.7.11.18
G4SLH0-3,2.7.11.1,2,2.7,2.7.11,2.7.11.18
G4SLH0-4,2.7.11.1,2,2.7,2.7.11,2.7.11.18
G4SLH0-5,2.7.11.1,2,2.7,2.7.11,2.7.11.18
G4SLH0-6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G4SLH0-7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G4SLH0-8,2.7.11.1,2,2.7,2.7.11,2.7.11.18
G4SLH0-9,2.7.11.1,2,2.7,2.7.11,2.7.11.18
G5EBH0-2,3.1.4.11,3,3.1,3.1.4,3.1.4.11
G5EBH0-3,3.1.4.11,3,3.1,3.1.4,3.1.4.11
G5EBH1-2,7.6.2.1,7,7.6,7.6.2,7.6.2.1
G5EBH1-3,7.6.2.1,7,7.6,7.6.2,7.6.2.1
G5EBM1-2,3.4.22.36,3,3.4,3.4.22,3.4.22.-
G5EBM1-3,3.4.22.36,3,3.4,3.4.22,3.4.22.-
G5EBQ8-2,2.4.1.16,2,2.4,2.4.1,2.4.1.16
G5EBT1-2,2.7.11.24,2,2.7,2.7.11,2.7.11.24
G5EBT1-3,2.7.11.24,2,2.7,2.7.11,2.7.11.24
G5EBT1-4,2.7.11.24,2,2.7,2.7.11,2.7.11.24
G5EBV6-2,4.6.1.24,4,3.2,4.6.1,4.6.1.24
G5EBX9-2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
G5EBX9-3,3.1.3.16,3,3.1,3.1.3,3.1.3.16
G5ECC7-2,3.4.19.12,3,3.4,3.4.19,3.4.19.12
G5ECJ6-2,2.7.10.2,2,2.7,2.7.10,2.7.10.2
G5ECL2-2,3.1.3.36,3,3.1,3.1.3,3.1.3.36
G5ECL2-3,3.1.3.36,3,3.1,3.1.3,3.1.3.64
G5ECL2-4,3.1.3.36,3,3.1,3.1.3,3.1.3.64
G5ECP4-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5ECQ3-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5ED68-2,3.1.3.64,3,3.1,3.1.3,3.1.3.64
G5EE56-2,2.7.10.2,2,2.7,2.7.10,2.7.10.2
G5EE56-3,2.7.10.2,2,2.7,2.7.10,2.7.10.2
G5EE56-4,2.7.10.2,2,2.7,2.7.10,2.7.10.2
G5EEN4-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5EEN4-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5EEW6-2,5.2.1.8,5,5.2,5.2.1,5.2.1.8
G5EFH8-2,4.2.1.22,4,2.5,4.2.1,4.2.1.-
G5EFI8-2,3.1.4.11,3,3.1,3.1.4,3.1.4.11
G5EFI8-3,3.1.4.11,3,3.1,3.1.4,3.1.4.11
G5EFI8-4,3.1.4.11,3,3.1,3.1.4,3.1.4.11
G5EFI8-5,3.1.4.11,3,3.1,3.1.4,3.1.4.11
G5EFU0-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5EFZ1-2,5.4.2.12,5,5.4,5.4.2,5.4.2.12
G5EGJ9-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
G5EGK5-2,2.7.10.1,2,2.7,2.7.10,2.7.10.1
G5EGK5-3,2.7.10.1,2,2.7,2.7.10,2.7.10.1
G5EGQ3-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5EGQ3-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5EGQ3-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
G5EGU2-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
H1UBK1-2,3.4.11.18,3,3.4,3.4.11,3.4.11.18
H1UBK1-3,3.4.11.18,3,3.4,3.4.11,3.4.11.18
H2KY86-2,3.6.4.12,2,2.7,3.6.4,3.6.4.12
H2KYH3-2,2.3.2.27,3,3.1,3.1.1,2.3.1.48
H2KYQ5-2,2.4.1.186,2,2.4,2.4.1,2.4.1.186
H2KYQ5-3,2.4.1.186,2,2.4,2.4.1,2.4.1.186
H2KZM6-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
H2KZM6-3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
H2KZM6-4,3.1.3.48,3,3.1,3.1.3,3.1.3.48
H2KZU7-2,2.7.10.1,2,2.7,2.7.10,2.7.10.1
H2KZU7-3,2.7.10.1,2,2.7,2.7.10,2.7.10.1
H2KZW3-2,2.7.11.25,2,2.7,2.7.11,2.7.11.1
H2KZW3-3,2.7.11.25,2,2.7,2.7.11,2.7.11.1
H2L002-2,4.6.1.2,4,4.6,4.6.1,4.6.1.2
H2L045-2,3.1.3.48,3,3.1,3.1.4,3.1.4.11
H2L045-3,3.1.3.48,3,3.1,3.1.4,3.1.4.-
H2L045-4,3.1.3.48,3,3.1,3.1.4,3.1.4.-
H2L045-5,3.1.3.48,3,3.1,3.1.3,3.1.3.48
H2L045-6,3.1.3.48,3,3.1,3.1.4,3.1.3.48
H2L045-7,3.1.3.48,3,3.1,3.1.4,3.1.4.11
H2L045-8,3.1.3.48,3,3.1,3.4.22,3.4.24.-
H2L099-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
H2L099-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
H2L099-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
H2QL32-2,3.1.4.35,3,3.1,3.1.4,3.1.4.35
I0IUP3-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
I6PL68-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
J9VWW9-2,1.15.1.1,1,1.15,1.15.1,1.15.1.1
K8ERR8-2,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-3,2.3.1.48,2,2.3,2.3.1,2.3.1.48
K8ERR8-4,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-5,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-6,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-7,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-8,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-9,2.3.1.48,2,2.3,2.3.2,2.3.2.27
K8ERR8-10,2.3.1.48,2,2.3,2.3.1,2.3.1.48
M9MRI4-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
M9PBE2-2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
M9PBE2-3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
M9PBE2-4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
M9PFN0-2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
N1NVB7-2,4.6.1.2,4,4.6,4.6.1,4.6.1.2
O00115-2,3.1.22.1,3,3.1,3.1.22,3.1.22.1
O00141-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O00141-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O00141-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O00141-5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O00148-2,3.6.4.13,3,3.6,3.6.4,3.6.4.13
O00148-3,3.6.4.13,3,3.6,3.6.4,3.6.4.13
O00154-2,3.1.2.2,3,3.1,3.1.2,3.1.2.2
O00154-3,3.1.2.2,3,3.1,3.1.2,3.1.2.2
O00154-4,3.1.2.2,3,3.1,3.1.2,3.1.2.2
O00154-5,3.1.2.2,3,3.1,3.1.2,3.1.2.2
O00154-6,3.1.2.2,3,3.1,3.1.2,3.1.2.2
O00154-7,3.1.2.2,3,3.1,3.1.2,3.1.2.2
O00167-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O00167-3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O00219-2,2.4.1.212,2,2.4,2.4.1,2.4.1.212
O00238-2,2.7.11.30,2,2.7,2.7.11,2.7.11.30
O00308-2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
O00308-3,2.3.2.26,2,2.3,2.3.2,2.3.2.26
O00308-4,2.3.2.26,2,2.3,2.3.2,2.3.2.27
O00338-2,2.8.2.1,2,2.8,2.8.2,2.8.2.1
O00391-2,1.8.3.2,1,1.8,1.8.3,1.8.3.2
O00408-2,3.1.4.17,3,3.1,3.1.4,3.1.4.35
O00408-3,3.1.4.17,3,3.1,3.1.4,3.1.4.35
O00408-4,3.1.4.17,3,3.1,3.1.4,3.1.4.35
O00408-5,3.1.4.17,3,3.1,3.1.4,3.1.4.35
O00408-6,3.1.4.17,3,3.1,3.1.4,3.1.4.35
O00429-2,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-3,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-4,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-5,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-6,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-7,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-8,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00429-9,3.6.5.5,3,3.6,3.6.5,3.6.5.5
O00442-2,6.5.1.4,6,6.5,6.5.1,6.5.1.4
O00444-2,2.7.11.21,2,2.7,2.7.11,2.7.11.21
O00444-3,2.7.11.21,2,2.7,2.7.11,2.7.11.21
O00469-2,1.14.11.4,1,1.14,1.14.11,1.14.11.4
O00469-3,1.14.11.4,1,1.14,1.14.11,1.14.11.4
O00506-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O00506-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O00507-2,3.4.19.12,3,3.4,3.4.19,3.4.19.12
O00571-2,3.6.4.13,3,3.6,3.6.4,3.6.4.13
O00584-2,4.6.1.19,3,4.6,4.6.1,4.6.1.19
O00587-2,2.4.1.222,2,2.4,2.4.1,2.4.1.222
O00743-2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O00743-3,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O00746-2,2.7.4.6,2,2.7,2.7.4,2.7.4.6
O00754-2,3.2.1.24,3,3.2,3.2.1,3.2.1.24
O00764-2,2.7.1.35,2,2.7,2.7.1,2.7.1.35
O00764-3,2.7.1.35,2,2.7,2.7.1,2.7.1.35
O01326-2,3.1.26.3,3,3.1,3.1.26,3.1.26.-
O01510-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O01700-2,2.7.11.25,2,2.7,2.7.11,2.7.11.25
O01700-3,2.7.11.25,2,2.7,2.7.11,2.7.11.25
O01700-4,2.7.11.25,2,2.7,2.7.11,2.7.11.25
O02810-2,2.7.1.67,2,2.7,2.7.1,2.7.1.67
O02827-2,2.7.11.18,2,2.7,2.7.11,2.7.11.18
O04719-2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O04846-2,4.2.1.1,4,4.2,4.2.1,4.2.1.1
O04846-3,4.2.1.1,4,4.2,4.2.1,4.2.1.1
O04905-2,2.7.4.14,2,2.7,2.7.4,2.7.4.14
O08575-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O08617-2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O08617-3,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O08617-4,3.1.3.48,3,3.1,3.1.3,3.1.3.48
O08648-2,2.7.11.25,2,2.7,2.7.11,2.7.11.25
O08759-2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
O08759-3,2.3.2.26,2,2.3,2.3.2,2.3.2.26
O08785-2,2.3.1.48,2,2.3,2.3.1,2.3.1.48
O09110-2,2.7.12.2,2,2.7,2.7.12,2.7.12.2
O09114-2,5.3.99.2,5,5.3,5.3.99,5.3.99.2
O13339-2,2.7.7.49,2,2.7,2.7.7,2.7.7.49
O14578-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14578-3,2.7.11.1,2,2.7,2.7.11,2.3.2.27
O14578-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14646-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O14647-2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O14647-3,3.6.4.12,3,3.6,3.6.4,3.6.4.12
O14730-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14732-2,3.1.3.25,3,3.1,3.1.3,3.1.3.25
O14733-2,2.7.12.2,2,2.7,2.7.12,2.7.12.2
O14733-3,2.7.12.2,2,2.7,2.7.12,2.7.12.2
O14733-4,2.7.12.2,2,2.7,2.7.12,2.7.12.2
O14744-2,2.1.1.320,2,2.1,2.1.1,2.1.1.320
O14744-3,2.1.1.320,2,2.1,2.1.1,2.1.1.320
O14744-4,2.1.1.320,2,2.1,2.1.1,2.1.1.320
O14744-5,2.1.1.320,2,2.1,2.1.1,2.1.1.320
O14746-2,2.7.7.49,2,2.7,2.7.7,2.7.7.49
O14746-3,2.7.7.49,2,2.7,2.7.7,2.7.7.49
O14746-4,2.7.7.49,3,2.3,2.3.2,3.4.24.-
O14757-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14757-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14773-2,3.4.14.9,3,3.4,3.4.14,3.4.14.10
O14807-2,3.6.5.2,3,3.6,3.6.5,3.6.5.2
O14829-2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O14829-3,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O14829-4,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O14829-5,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O14830-2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
O14929-2,2.3.1.48,2,2.3,2.3.1,2.3.1.48
O14933-2,2.3.2.23,2,2.3,2.3.2,2.3.2.23
O14936-2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14936-3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14936-4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14936-5,2.7.11.1,3,3.1,3.1.3,3.1.3.16
O14936-6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O14939-3,3.1.4.4,2,2.7,2.7.11,2.7.11.1
O14976-2,2.7.11.1,3,3.6,3.6.4,3.6.4.-
O14983-2,7.2.2.10,7,7.2,7.2.2,7.2.2.10
O14983-3,7.2.2.10,7,7.2,7.2.2,7.2.2.10
O14986-2,2.7.1.68,2,2.7,2.7.1,2.7.1.68
O14986-3,2.7.1.68,2,2.7,2.7.1,2.7.1.68
