Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
A0QZ13,2.3.1.269,2,2.3,2.3.1,2.3.1.269
A0R066,2.6.1.42,2,2.6,2.6.1,2.6.1.42
A0R1E8,2.3.1.-,2,2.3,2.3.1,2.3.1.292
A0R2N3,2.3.1.286,2,2.3,2.3.1,2.3.1.286
A0R3F9,2.3.1.-,2,2.3,2.3.1,2.3.1.-
A0R3R7,6.5.1.1,6,6.5,6.5.1,6.5.1.1
A1A278,3.2.1.78,3,3.2,3.2.1,3.2.1.78
A1A399,3.2.1.23,3,3.2,3.2.1,3.2.1.23
A1A698,2.7.13.3,2,2.7,2.7.13,2.7.13.3
A1A6H3,2.7.1.15,2,2.7,2.7.1,2.7.1.15
A1A6M1,5.3.4.1,5,5.3,5.3.4,5.3.3.8
A1L2G3,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A1YES6,3.1.11.2,3,3.1,3.1.11,3.1.11.2
A1YYW7,3.1.3.1,3,3.1,3.1.3,3.1.3.1
A1Z7K9,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A1Z7T0,2.7.11.13,2,2.7,2.7.11,2.7.11.13
A1Z8R8,3.4.21.105,3,3.4,3.4.21,3.4.21.105
A1Z9X0,2.7.11.13,2,2.7,2.7.11,2.7.11.13
A2A6C4,3.4.23.-,3,3.4,3.4.23,3.4.23.-
A2AA28,2.1.1.319,2,2.1,2.1.1,2.1.1.-
A2AAJ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2AKM2,4.2.1.134,4,4.2,4.2.1,4.2.1.134
A2AP18,3.1.4.11,3,3.1,3.1.4,3.1.4.11
A2APC3,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A2BD05,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A2BIL7,2.7.10.2,2,2.7,2.7.10,2.7.10.2
A2PYH4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A2QQ28,2.3.2.26,2,2.3,2.3.2,2.3.2.26
A2R6H1,2.3.1.-,2,2.3,2.3.1,2.3.1.-
A2RVM0,1.1.1.-,1,1.1,1.1.1,1.1.1.300
A2T3P0,3.6.4.-,3,3.4,3.4.22,3.4.22.-
A2VEY9,2.3.1.225,2,2.3,2.3.1,2.3.1.225
A2XFC1,5.6.2.2,5,5.6,5.6.2,5.6.2.2
A2XW02,2.7.12.1,2,2.7,2.7.11,2.7.11.1
A3DD66,3.2.1.39,3,3.2,3.2.1,3.2.1.39
A3EWL3,2.7.7.-,2,2.7,2.7.7,2.7.7.7
A3MTW6,2.7.4.16,2,2.7,2.7.4,2.7.4.16
A3MUY9,1.4.1.2,1,1.4,1.4.1,1.4.1.4
A4D2B0,3.1.27.-,3,3.1,3.1.27,3.1.27.-
A4FV08,3.5.99.6,3,3.5,3.5.99,3.5.99.6
A4FV54,3.6.5.2,3,3.6,3.6.5,3.6.5.2
A4GNA8,4.1.1.65,4,4.1,4.1.1,4.1.1.65
A4GXA9,3.1.22.-,3,3.1,3.1.22,3.1.22.-
A4IFM7,2.7.11.18,2,2.7,2.7.11,2.7.11.1
A4L9P5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A4Q998,2.4.2.1,2,2.4,2.4.2,2.4.2.1
A4Q9E5,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A4Q9F0,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A4Q9F3,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A4VCL2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A4VFY3,2.7.2.4,2,2.7,2.7.2,2.7.2.4
A5A6I0,1.3.8.7,1,1.3,1.3.8,1.3.8.1
A5D8Q0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A5F5X0,7.2.1.1,7,7.1,7.1.1,7.2.1.1
A5FB63,3.2.1.14,3,3.2,3.2.1,3.2.1.14
A5H8G4,1.11.1.7,1,1.11,1.11.1,1.11.1.7
A5HAK0,3.1.27.-,3,3.1,3.1.27,3.1.27.-
A5JYX5,1.1.1.1,1,1.1,1.1.1,1.1.1.-
A5K464,6.1.1.20,6,6.1,6.1.1,6.1.1.20
A5K9S0,6.1.1.20,6,6.1,6.1.1,6.1.1.20
A5PF10,3.2.1.18,3,3.2,3.2.1,3.2.1.18
A5PJP6,3.4.19.-,3,3.4,3.4.19,3.4.19.-
A5U493,3.5.2.6,3,3.5,3.5.2,3.5.2.6
A5U4N0,2.7.1.20,2,2.7,2.7.1,2.7.1.-
A6NJ78,2.1.1.-,2,2.1,2.1.1,2.1.1.199
A6NNM8,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A6PVC2,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A6QGC0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A6QR55,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A6ZM04,3.6.4.12,3,3.6,3.6.4,3.6.4.12
A7BFV8,2.3.1.50,2,2.3,2.3.1,2.3.1.50
A7BHQ9,1.14.18.1,1,1.14,1.14.18,1.14.18.1
A7E3S4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A7GBG3,3.4.24.69,3,3.4,3.4.24,3.4.24.69
A7HD43,2.7.13.3,2,2.7,2.7.13,2.7.13.3
A7LFZ6,3.1.26.-,3,3.1,3.1.26,3.1.26.-
A7MBB4,2.7.11.25,2,2.7,2.7.11,2.7.11.25
A7MBI7,2.1.1.6,2,2.1,2.1.1,2.1.1.6
A7N805,3.4.17.-,3,3.5,3.5.1,3.4.17.-
A7UL74,2.3.1.-,2,2.3,2.3.1,2.3.1.-
A7WM73,3.2.1.52,3,3.2,3.2.1,3.2.1.52
A7WPL6,1.1.1.-,1,1.1,1.1.1,1.1.1.-
A7XDQ9,2.4.1.-,2,2.4,2.4.1,2.4.1.-
A7YW45,2.1.1.320,2,2.1,2.1.1,2.1.1.320
A8CVX7,6.3.2.-,6,6.3,6.3.2,6.3.2.-
A8D8P8,3.1.26.-,3,3.1,3.1.26,3.1.26.-
A8DS38,3.4.22.-,3,3.4,3.4.22,3.4.22.-
A8DYP0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A8E2V8,3.1.1.4,3,3.1,3.1.1,3.1.1.4
A8HAL1,3.4.19.12,3,3.4,3.4.19,3.4.19.12
A8JQX3,3.1.3.-,3,3.1,3.1.13,3.1.13.4
A8JR14,3.1.1.-,2,2.1,2.1.1,2.7.11.1
A8JUP7,3.4.21.-,3,3.4,3.4.21,3.4.21.-
A8MQ27,2.3.2.27,2,2.3,2.3.2,2.3.2.27
A8MS41,3.1.13.4,3,3.1,3.1.13,3.1.13.4
A8MS68,1.8.1.4,1,1.8,1.8.1,1.8.1.4
A8MUP2,2.1.1.-,2,2.1,2.1.1,2.1.1.-
A8NS89,3.1.3.12,3,3.1,3.1.3,3.1.3.12
A8QL52,1.4.3.2,1,1.4,1.4.3,1.4.3.2
A8WVU9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
A9CK16,3.5.4.33,3,3.5,3.5.4,3.5.4.33
A9LNK9,3.1.21.-,2,2.3,2.1.1,2.1.1.354
A9TXT1,2.7.11.1,2,2.7,2.7.11,2.7.10.-
A9YWR6,7.6.2.-,7,7.6,7.6.2,7.6.2.-
A9ZSZ2,3.1.26.-,3,3.1,3.1.26,3.1.26.-
B0BK72,1.11.1.-,1,1.11,1.11.1,1.11.1.-
B0G0Y8,3.1.4.35,3,3.1,3.1.4,3.1.4.53
B0R0I6,3.6.4.12,3,3.6,3.6.4,3.6.4.12
B0XMC1,2.3.1.9,2,2.3,2.3.1,2.3.1.9
B0XT72,2.4.1.-,2,2.4,2.4.1,2.4.1.-
B1AWN4,7.6.2.1,7,7.6,7.6.2,7.6.2.1
B1Q005,2.3.1.-,2,2.3,2.3.1,2.3.1.-
B1Q006,2.3.1.-,2,2.3,2.3.1,2.3.1.-
B1Q257,4.6.1.2,4,4.6,4.6.1,4.6.1.2
B1Q3J6,2.1.1.37,2,2.1,2.1.1,2.1.1.37
B1WAR9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
B2GUB3,6.3.2.-,6,6.3,6.3.2,6.3.2.-
B2GUY1,2.7.11.21,2,2.7,2.7.11,2.7.11.21
B2IZD3,3.6.5.5,3,3.6,3.6.5,3.6.5.-
B2RID1,3.4.14.-,3,3.4,3.4.14,3.4.14.-
B2RR83,3.6.4.13,3,3.6,3.6.4,3.6.4.13
B2RU80,3.1.3.48,3,3.1,3.1.3,3.1.3.48
B2RX14,2.7.7.52,2,2.7,2.7.7,2.7.7.52
B2RXZ1,3.1.13.4,3,3.1,3.1.13,3.1.13.-
B2RYG6,3.4.19.12,3,3.4,3.4.19,3.4.19.12
B2UP57,3.2.1.52,3,3.2,3.2.1,3.2.1.52
B3A003,3.2.1.17,3,3.2,3.2.1,3.2.1.17
B3FK34,3.6.5.-,3,3.6,3.6.5,3.6.5.-
B3H7A9,1.11.2.3,1,1.11,1.11.2,1.11.2.3
B3LF48,3.6.5.2,3,3.6,3.6.5,3.6.5.-
B3M3M6,3.4.19.12,3,3.4,3.4.19,3.4.19.12
B3MRI9,3.1.1.5,3,3.1,3.1.1,3.1.1.5
B3WFY8,2.7.11.1,2,2.7,2.7.11,2.7.11.22
B4G437,5.6.1.1,5,5.6,5.6.1,5.6.1.1
B4PRJ9,3.6.4.13,3,3.6,3.6.4,3.6.4.13
B4XC07,3.2.1.78,3,3.2,3.2.1,3.2.1.78
B4XMC6,4.1.1.20,4,4.1,4.1.1,4.1.1.20
B5BT18,3.6.4.-,3,3.6,3.6.4,3.6.4.-
B5DF27,1.4.3.13,3,3.4,3.4.21,3.4.24.-
B5DF45,2.3.2.27,2,2.3,2.3.2,2.3.2.27
B5X4Z9,2.7.11.-,2,2.7,2.7.11,2.7.11.1
B6A876,3.2.1.14,3,3.2,3.2.1,3.2.1.14
B6A879,3.2.1.14,3,3.2,3.2.1,3.2.1.14
B6DMK2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
B6F209,2.3.1.-,2,2.3,2.3.1,2.3.1.-
B6SFA4,3.6.4.-,3,3.6,3.6.4,3.6.4.-
B6VQ60,2.3.2.27,2,2.3,2.3.2,2.3.2.27
B6ZK72,5.5.1.-,6,1.21,1.14.12,1.14.12.19
B7FXW1,1.14.19.-,1,1.14,1.14.18,1.14.99.-
B7G620,1.1.1.41,1,1.1,1.1.1,1.1.1.42
B7G6D3,3.4.22.-,3,3.4,3.4.22,3.4.22.-
B7QK46,2.3.2.5,2,2.3,2.3.2,2.3.2.5
B7YZU2,3.4.21.-,3,3.4,3.4.22,3.4.22.-
B7YZV4,3.1.4.17,3,3.1,3.1.4,3.1.4.17
B8A4F0,2.3.1.225,2,2.3,2.3.1,2.3.1.225
B8GZM2,2.7.7.65,2,2.7,2.7.7,2.7.7.65
B8K1W2,7.6.2.-,7,7.6,7.6.2,7.6.2.2
B8QHP1,1.14.14.80,1,1.14,1.14.14,1.14.14.-
B8XY56,4.6.1.19,4,4.6,4.6.1,4.6.1.19
B9DFA8,3.2.1.26,3,3.2,3.2.1,3.2.1.26
B9DFG3,3.6.4.13,3,3.6,3.6.4,3.6.4.-
B9DFX7,7.2.2.9,7,7.2,7.2.2,7.2.2.8
B9DGD6,6.2.1.1,6,6.2,6.2.1,6.2.1.1
B9DGY1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
B9J3S4,3.4.24.3,3,3.4,3.4.24,3.4.24.3
B9K712,1.21.1.1,1,1.21,1.21.1,1.21.1.1
C0HK98,3.5.1.28,3,3.5,3.5.1,3.5.1.28
C0HKM3,3.2.1.35,3,3.2,3.2.1,3.2.1.35
C0HLL2,3.1.1.4,3,3.1,3.1.1,3.1.1.4
C0LGF4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGF5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGH8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGI5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGJ1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGJ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGN2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGP9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGQ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGR3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGR6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGR9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGS2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGS3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGT6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGU0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGU5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGU7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0LGX3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
C0RGW8,3.2.2.6,3,3.2,3.2.2,3.2.2.6
C0SUT9,1.14.11.-,1,1.14,1.14.11,1.14.11.67
C0SV12,1.14.11.-,1,1.14,1.14.11,1.14.11.65
C4LSS0,3.5.3.1,3,3.5,3.5.3,3.5.3.1
C4M1P9,3.1.4.-,3,3.1,3.1.4,3.1.4.-
C5C7X8,5.6.2.2,5,5.6,5.6.2,5.6.2.2
C5H8J1,3.1.22.-,3,3.1,3.1.22,3.1.22.-
C6KT68,1.18.1.2,1,1.8,1.8.1,1.6.2.2
C6KTB8,2.7.11.1,2,3.4,3.4.17,3.4.17.-
C7ASJ5,3.2.1.23,3,3.2,3.2.1,3.2.1.23
C7C422,3.5.2.6,3,3.5,3.5.2,3.5.2.6
C7E9W0,3.1.11.-,3,3.2,3.2.1,3.2.1.39
C7IW64,3.2.2.-,3,1.14,3.6.4,2.3.1.48
D0EM77,3.4.24.-,3,3.4,3.4.24,3.4.24.-
D0Z5N4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D0ZPH9,2.3.2.27,2,2.3,2.3.2,2.3.2.-
D0ZRB2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
D1KF50,5.6.2.4,5,5.6,5.6.2,5.6.2.4
D2IYS2,2.7.10.1,2,2.7,2.7.10,2.7.10.1
D2WL32,2.4.1.18,2,2.4,2.4.1,2.4.1.18
D3XDS2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D3YWP0,2.1.1.-,2,2.1,2.1.1,2.1.1.-
D3YWQ0,2.7.1.107,2,2.7,2.7.1,2.7.1.107
D3Z5S8,2.7.7.19,2,2.7,2.7.7,2.7.7.-
D3Z6P0,5.3.4.1,5,5.3,5.3.4,5.3.4.1
D3Z7P3,3.5.1.2,3,3.5,3.5.1,3.5.1.2
D3Z8N2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
D3ZGQ5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D3ZJ96,3.4.19.12,3,3.4,3.4.19,3.4.19.12
D3ZQG6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
D4A2H2,2.3.1.50,2,2.3,2.3.1,2.3.1.50
D4A7V9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
D4AA47,7.6.2.1,7,7.6,7.6.2,7.6.2.1
D4GPK6,1.10.3.2,1,1.10,1.10.3,1.10.3.2
D4GSF3,2.7.7.-,1,7.1,7.1.2,7.6.2.-
D4GSH6,2.7.7.-,2,2.8,2.8.1,2.8.1.-
D4GT97,3.6.1.1,3,3.6,3.6.1,3.6.1.1
D4GTL2,2.3.3.9,4,4.1,4.1.1,4.1.1.31
D4GUA0,2.4.1.-,2,2.4,2.4.2,2.4.2.53
D4GYE0,4.1.2.13,4,4.1,4.1.2,4.1.2.13
D4GYH4,2.4.99.21,2,2.4,2.4.99,2.4.99.21
D4GYI2,1.1.5.3,1,1.1,1.1.5,1.1.5.3
D4GYZ1,3.4.25.1,3,3.4,3.4.25,3.4.25.1
D4NUX0,2.3.1.-,2,2.3,2.3.1,2.3.1.-
D4P095,3.1.4.53,3,3.1,3.1.4,3.1.4.-
D5TM67,2.7.7.85,2,2.7,2.7.7,2.7.7.85
D6MZJ6,3.1.4.12,3,3.1,3.1.4,3.1.4.12
D7SSD8,3.1.1.-,3,3.1,3.1.1,3.1.1.-
D8VPP5,3.1.1.11,3,3.1,3.1.1,3.1.1.11
E0VIU9,2.3.2.31,2,2.3,2.3.2,2.3.2.31
E0W1I1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
E0X9C7,2.7.13.3,2,2.7,2.7.13,2.7.13.3
E1BFR5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
E1BHJ4,1.14.13.-,1,1.14,1.14.14,1.14.99.-
E1BMF7,3.4.19.12,3,3.4,3.4.19,3.4.19.12
E2AXC7,3.4.19.-,3,3.4,3.4.19,3.4.19.-
E2RD63,3.1.4.-,3,3.1,3.1.4,3.1.16.1
E2RG47,2.4.99.18,2,2.4,2.4.99,2.4.99.18
E2RTZ4,1.14.12.17,1,1.14,1.14.12,1.14.12.17
E2RU81,2.7.1.90,2,2.7,2.7.1,2.7.1.90
E4NKF8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
E5KGE0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
E5XP76,1.2.1.-,6,6.2,6.2.1,6.2.1.-
E6MVD9,3.4.21.-,3,3.4,3.4.21,3.4.21.-
E6Z0R3,2.7.7.108,2,2.7,2.7.7,2.7.7.108
E7EAU8,4.6.1.2,4,4.6,4.6.1,4.6.1.2
E7FCP8,2.3.1.1,2,2.3,2.3.1,2.3.1.1
E9AE57,4.2.1.2,4,4.2,4.2.1,4.2.1.32
E9P860,3.6.4.13,3,3.4,3.4.21,3.4.21.97
E9PSL7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
E9PUQ8,2.7.1.107,2,2.7,2.7.1,2.7.1.107
E9PYH6,2.1.1.364,2,2.1,2.1.1,2.1.1.354
E9PYK3,2.4.2.-,2,2.4,2.4.2,2.4.2.-
E9PZZ1,2.1.1.-,2,2.1,2.1.1,2.1.1.355
E9Q0S6,3.1.3.-,3,3.1,3.1.3,3.1.3.48
E9Q3E1,1.2.1.3,1,1.2,1.2.1,1.2.1.3
E9Q3L2,2.7.1.67,2,2.7,2.7.1,2.7.11.1
E9Q612,3.1.3.48,3,3.1,3.1.3,3.1.3.48
E9Q816,1.14.14.-,1,1.14,1.14.14,1.14.14.1
E9Q876,7.6.2.1,7,7.6,7.6.2,7.6.2.-
E9QAU8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
E9QBI7,3.4.24.-,3,3.4,3.4.24,3.4.24.-
E9RAH5,1.8.1.-,1,1.8,1.8.1,1.8.1.-
E9RBR0,1.10.3.-,1,1.10,1.10.3,1.10.3.-
F1LP90,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F1QCP6,2.3.1.-,2,2.3,2.3.1,2.3.1.-
F1QGZ6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F1QU13,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F1QVU0,2.7.10.1,2,2.7,2.7.10,2.7.10.1
F1RA39,1.14.13.225,1,1.14,1.14.13,1.14.13.225
F1RCY6,3.6.4.-,3,3.6,3.6.4,3.6.4.-
F1SPM8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F1SVH7,1.12.98.3,7,7.1,7.1.1,7.1.1.-
F2YMG0,3.4.21.-,3,3.4,3.4.21,3.4.21.-
F3YDF1,3.4.24.-,3,3.4,3.4.24,3.4.24.-
F4HPZ9,6.5.1.1,3,3.1,3.1.4,3.1.4.35
F4HQE2,3.6.4.12,3,3.6,3.6.4,3.6.4.12
F4HRI2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4HRJ4,2.7.11.25,2,2.7,2.7.11,2.7.11.25
F4HU58,3.5.4.34,3,3.5,3.5.4,3.5.4.34
F4HVG8,2.7.10.2,2,2.7,2.7.13,2.7.13.3
F4HW04,2.7.7.7,2,2.7,2.7.7,2.7.7.7
F4HW51,3.6.4.-,3,3.6,3.6.4,3.6.4.12
F4HX15,3.1.1.-,3,3.1,3.1.1,3.1.1.4
F4HXY7,2.7.8.8,2,2.7,2.7.8,2.7.8.29
F4HZD1,2.3.2.27,1,1.14,1.14.11,1.14.11.-
F4HZG9,3.4.11.-,3,3.4,3.4.11,3.4.11.9
F4I240,1.14.11.67,1,1.14,1.14.11,1.14.11.67
F4I6G4,1.14.11.-,1,1.14,1.14.11,1.14.11.67
F4I6M1,2.7.7.7,2,2.7,2.7.7,2.7.7.7
F4IAX1,1.4.3.21,1,1.4,1.4.3,1.4.3.21
F4IB81,2.7.11.-,2,2.7,2.7.11,2.7.11.1
F4ICB6,2.7.11.-,2,2.7,2.7.11,2.7.11.-
F4ICF4,3.4.21.-,3,3.4,3.4.21,3.4.21.-
F4IDI6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
F4IE66,3.6.4.13,3,3.6,3.6.4,3.6.4.13
F4IHS2,3.6.4.-,3,3.6,3.6.4,3.6.4.-
F4IS56,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F4ITM1,2.3.2.31,2,2.3,2.3.2,2.3.2.27
F4IV66,3.1.26.-,3,3.1,3.1.26,3.1.26.-
F4IVI0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
F4IW47,2.2.1.1,2,2.2,2.2.1,2.2.1.1
F4IXE7,2.3.1.-,2,2.3,2.3.1,2.3.1.48
F4IY62,2.7.7.9,2,2.7,2.7.7,2.7.7.-
F4J117,3.1.3.-,3,3.1,3.1.3,3.1.3.48
F4J2K2,6.3.2.17,6,6.3,6.3.2,6.3.2.17
F4J339,3.2.2.6,3,3.2,3.2.2,3.2.2.6
F4JAA5,3.6.4.13,3,3.6,3.6.4,3.6.4.-
F4JCB2,3.1.3.16,3,3.1,3.1.3,3.1.3.16
F4JFU8,3.1.1.-,3,3.1,3.1.1,3.1.1.-
