Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
Q83417,3.4.21.97,3,3.4,3.4.21,3.4.21.97
Q86PM4,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q8AXC6,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q8AXY6,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q8D1Y5,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q8DK23,2.4.1.13,2,2.4,2.4.1,2.4.1.13
Q8G481,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q8GSM3,1.13.11.12,1,1.13,1.13.11,1.13.11.12
Q8GYN9,4.1.3.36,4,4.2,4.2.1,4.1.3.36
Q8KD71,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q8MY85,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q8MY86,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q8PU60,1.12.98.3,7,7.1,7.1.1,7.1.1.-
Q8PU61,1.12.98.3,7,7.1,7.1.1,7.1.1.-
Q8RFZ9,2.1.1.192,2,2.1,2.1.1,2.1.1.192
Q8XVI2,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q95YM9,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q97FC1,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q99078,2.7.12.2,2,2.7,2.7.12,2.7.12.2
Q99155,2.3.2.36,2,2.3,2.3.2,2.3.2.36
Q9BG99,3.1.11.2,3,3.1,3.1.11,3.1.11.-
Q9C5A4,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q9FFN9,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q9GM01,2.4.1.41,2,2.4,2.4.1,2.4.1.41
Q9HDG2,1.6.2.4,1,1.6,1.6.2,1.6.2.4
Q9I7S6,3.1.4.35,3,3.1,3.1.4,3.1.4.53
Q9KPZ7,7.2.2.8,7,7.2,7.2.2,7.2.2.8
Q9LQM8,2.7.12.2,2,2.7,2.7.12,2.7.12.2
Q9M0T3,2.7.11.25,2,2.7,2.7.11,2.7.11.25
Q9N126,1.1.1.300,1,1.1,1.1.1,1.1.1.-
Q9NFT9,2.7.1.1,2,2.7,2.7.1,2.7.1.1
Q9RNM2,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q9RYH5,3.7.1.3,3,3.7,3.7.1,3.7.1.3
Q9RYR5,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q9SVV2,2.4.1.207,2,2.4,2.4.1,2.4.1.207
Q9U263,2.1.1.355,3,3.6,3.6.4,3.4.21.6
Q9US46,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q9VTW2,3.1.3.36,3,3.1,3.1.3,3.1.3.-
Q9X6N4,6.3.2.13,6,6.3,6.3.2,6.3.2.13
Q9Y898,2.7.11.17,2,2.7,2.7.11,2.7.11.1
Q9ZVK1,2.4.1.207,2,2.4,2.4.1,2.4.1.207
A0A098DJ84,1.14.19.41,1,1.14,1.14.19,1.14.19.41
A0QU81,5.4.99.5,5,5.4,5.4.99,5.4.99.5
A1A5Z0,3.1.3.9,3,3.1,3.1.3,3.1.3.9
A1D3T4,3.2.1.89,3,3.2,3.2.1,3.2.1.58
A7MN74,1.1.1.38,1,1.1,1.1.1,1.1.1.38
A8XV40,5.6.1.1,5,5.6,5.6.1,5.6.1.1
A9KTB9,3.2.1.67,3,3.2,3.2.1,3.2.1.-
B8QHP3,1.14.14.80,1,1.14,1.14.14,1.14.14.-
C4XIR5,2.4.2.59,2,2.4,2.4.2,2.4.2.59
D2NT93,6.3.1.19,6,6.3,6.3.1,6.3.1.19
D4AM78,3.5.1.41,3,3.5,3.5.1,3.5.1.41
D4B1R0,3.4.17.21,3,3.4,3.4.17,3.4.11.-
D5EV35,3.1.1.72,3,3.1,3.1.1,3.1.1.1
D7NJ68,5.4.99.7,5,5.4,5.4.99,5.4.99.7
F0XS04,3.4.14.5,3,3.4,3.4.14,3.4.14.5
F1B282,1.14.14.91,1,1.14,1.14.13,1.14.13.-
G4MS28,2.4.1.80,2,2.4,2.4.1,2.4.1.80
O13433,3.1.4.11,3,3.1,3.1.4,3.1.4.11
O13739,5.4.99.5,5,3.6,5.4.99,1.4.3.2
O17446,1.14.16.2,1,1.14,1.14.16,1.14.16.2
O42632,2.7.11.13,2,2.7,2.7.11,2.7.11.13
O50584,4.1.2.48,4,4.1,4.1.1,4.1.2.48
O69830,1.3.98.5,1,1.3,1.3.98,1.3.98.5
O93918,6.4.1.1,6,6.4,6.4.1,6.4.1.1
P08704,2.4.1.19,3,3.2,3.2.1,3.2.1.1
P0A0T2,4.4.1.5,4,4.4,4.4.1,4.4.1.5
P0AEW4,3.1.4.53,3,3.1,3.1.4,3.1.4.-
P0DP54,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P0DUE3,2.7.7.65,2,2.7,2.7.7,2.7.7.65
P14746,3.1.11.2,3,3.1,3.1.11,3.1.11.2
P17872,3.1.1.11,3,3.1,3.1.1,3.1.1.11
P24791,3.1.1.11,3,3.1,3.1.1,3.1.1.11
P29115,3.2.1.14,3,3.2,3.2.1,3.2.1.35
P29767,3.2.1.18,3,3.2,3.2.1,3.2.1.18
P30269,3.2.1.1,3,3.2,3.2.1,3.2.1.1
P30341,1.16.1.1,1,1.8,1.8.1,1.8.1.4
P30636,2.7.6.2,2,2.7,2.7.6,2.7.6.2
P31206,3.2.1.18,3,3.2,3.2.1,3.2.1.18
P32950,3.4.23.24,3,3.4,3.4.23,3.4.23.-
P33374,1.12.99.6,1,1.12,1.12.99,1.12.99.6
P33770,1.3.98.3,1,1.3,1.3.98,1.3.98.3
P36909,3.2.1.14,3,3.2,3.2.1,3.2.1.14
P41131,3.2.1.1,3,3.2,3.2.1,3.2.1.1
P42177,1.7.5.1,1,1.7,1.7.5,1.7.5.1
P43753,2.3.1.54,2,2.3,2.3.3,2.8.4.1
P44893,1.3.5.1,1,1.3,1.3.5,1.3.5.1
P45439,2.1.1.184,2,2.1,2.1.1,2.1.1.-
P46839,7.2.2.8,7,7.2,7.2.2,7.2.2.8
P49587,2.7.7.15,2,2.7,2.7.7,2.7.7.15
P52965,1.2.7.-,1,1.2,1.2.7,1.2.7.1
P54630,3.4.21.4,3,3.4,3.4.21,3.4.21.4
P54638,3.5.1.16,3,3.5,3.5.1,3.5.1.18
P54691,2.6.1.42,2,2.6,2.6.1,2.6.1.42
P55463,1.1.1.133,1,1.1,1.1.1,1.1.1.133
P55468,5.1.3.13,5,5.1,5.1.3,5.1.3.13
P55929,1.11.1.5,1,1.11,1.11.1,1.11.1.5
P56541,3.1.22.1,3,3.1,3.1.22,3.1.22.1
P57291,2.4.2.8,2,2.4,2.4.2,2.4.2.8
P57317,3.4.16.4,3,3.4,3.4.16,3.4.16.4
P63503,4.4.1.13,4,4.4,4.4.1,4.4.1.13
P72854,1.8.7.1,1,1.8,1.8.1,1.8.1.2
P75039,2.7.1.202,2,2.7,2.7.1,2.7.1.202
P78746,2.4.1.16,2,2.4,2.4.1,2.4.1.12
P80250,3.1.2.2,3,3.4,3.4.22,3.4.22.-
P83104,2.7.11.25,2,2.7,2.7.11,2.7.11.1
P83451,3.5.1.26,1,1.1,1.1.1,1.1.1.2
P85085,4.1.1.39,1,1.11,3.1.1,3.1.1.-
P86274,3.2.1.35,3,3.4,3.4.24,3.4.24.-
Q00359,3.2.1.67,3,3.2,3.2.1,3.2.1.67
Q01331,5.5.1.19,5,5.5,5.5.1,5.5.1.19
Q02522,2.4.2.8,2,2.4,2.4.2,2.4.2.8
Q06034,7.6.2.2,7,7.6,7.6.2,7.6.2.2
Q06350,3.2.1.14,3,3.2,3.2.1,3.2.1.14
Q09049,7.1.1.7,7,7.1,7.1.1,7.1.1.7
Q09765,6.2.1.64,6,6.2,6.2.1,6.2.1.64
Q09840,3.2.1.1,3,3.2,3.2.1,3.2.1.1
Q0CMT2,3.2.1.91,3,3.2,3.2.1,3.2.1.4
Q0JKM9,3.2.1.78,3,3.2,3.2.1,3.2.1.78
Q0V1D7,3.4.24.39,3,3.4,3.4.24,3.4.24.39
Q10309,7.6.2.1,7,7.6,7.6.2,7.6.2.1
Q10313,6.5.1.3,6,6.5,6.5.1,6.5.1.3
Q10454,2.7.3.3,2,2.7,2.7.3,2.7.3.2
Q10736,3.4.11.2,3,3.4,3.4.11,3.4.11.-
Q12632,2.4.1.16,2,2.4,2.4.1,2.4.1.16
Q19238,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q1H2L0,2.3.1.251,2,2.3,2.3.1,2.3.1.251
Q1J141,2.4.2.22,2,2.4,2.4.2,2.4.2.22
Q1RIV2,2.3.1.37,2,2.3,2.3.1,2.3.1.47
Q1RJU4,1.1.1.42,1,1.1,1.1.1,1.1.1.42
Q28891,1.3.1.22,1,1.3,1.3.1,1.3.1.22
Q2FUA4,1.3.7.11,1,1.3,1.3.7,1.3.7.11
Q2JLL9,2.6.1.83,2,2.6,2.6.1,2.6.1.1
Q2MF66,1.1.3.-,1,1.1,1.1.1,1.4.3.2
Q2P5V2,6.3.2.53,6,6.3,6.3.2,6.3.2.9
Q3IP82,2.4.2.57,2,2.4,2.4.2,2.4.2.57
Q3SP57,7.5.2.3,7,7.6,7.6.2,7.6.2.-
Q3SZ71,3.4.24.64,3,3.4,3.4.24,3.4.24.64
Q44879,3.4.21.102,3,3.4,3.4.21,3.4.21.102
Q46631,2.7.10.-,2,2.7,2.7.10,2.7.10.-
Q488J6,2.9.1.3,2,2.9,2.9.1,2.9.1.3
Q49807,2.1.1.79,2,2.1,2.1.1,2.1.1.-
Q49YT7,1.16.3.2,1,1.16,1.16.3,1.16.3.2
Q4FUR4,2.3.1.46,2,2.3,2.3.1,2.3.1.31
Q4JAS3,2.5.1.41,2,2.5,2.5.1,2.5.1.41
Q4JV87,3.4.21.88,3,3.4,3.4.21,3.4.21.88
Q4V182,1.1.1.108,1,1.1,1.1.1,1.1.1.-
Q52811,4.4.1.13,4,4.4,4.4.1,4.4.1.13
Q52UT0,1.14.13.196,1,1.14,1.14.13,1.14.13.196
Q539E5,1.11.1.11,1,1.11,1.11.1,1.11.1.7
Q54727,3.2.1.18,3,3.2,3.2.1,3.2.1.18
Q54B14,2.3.2.5,2,2.3,2.3.2,2.3.2.5
Q54BC9,2.7.12.1,2,2.7,2.7.11,2.7.11.1
Q54CM0,3.1.2.22,3,3.1,3.1.2,3.1.2.-
Q54J73,2.7.7.19,2,2.7,2.7.7,2.7.7.19
Q54K56,3.2.1.52,3,3.2,3.2.1,3.2.1.52
Q54KG7,1.18.1.6,1,1.18,1.18.1,1.18.1.6
Q54MJ7,2.6.1.2,2,2.6,2.6.1,2.6.1.2
Q54N73,2.7.10.1,2,2.7,2.7.11,2.7.11.1
Q54PP1,1.3.1.70,1,1.3,1.3.1,1.3.1.70
Q54SC9,3.2.1.52,3,3.2,3.2.1,3.2.1.52
Q55AW9,3.1.3.64,3,3.1,3.1.3,3.1.3.-
Q55E06,4.2.1.24,4,4.2,4.2.1,4.2.1.24
Q55G11,3.5.1.23,3,3.5,3.5.1,3.5.1.23
Q56W64,3.4.19.5,3,3.5,3.5.1,3.5.1.26
Q57118,1.18.6.1,1,1.18,1.18.6,1.18.6.1
Q57252,1.1.99.39,1,1.3,1.3.5,1.3.5.6
Q58725,3.4.11.18,3,3.4,3.4.11,3.4.11.18
Q58920,2.4.99.21,2,2.4,2.4.99,2.4.99.21
Q58997,1.1.1.3,1,1.1,1.1.1,1.1.1.3
Q59219,3.2.1.55,3,3.2,3.2.1,3.2.1.55
Q59509,3.4.11.18,3,3.4,3.4.11,3.4.11.18
Q59542,1.4.9.1,1,1.16,1.4.9,1.4.9.1
Q59699,3.5.2.2,3,3.5,3.5.2,3.5.2.2
Q5AM60,3.2.1.14,3,3.2,3.2.1,3.2.1.14
Q5AWB7,3.2.1.78,3,3.2,3.2.1,3.2.1.78
Q5AWM9,2.4.1.265,2,2.4,2.4.1,2.4.1.265
Q5B8T6,3.2.1.99,3,3.2,3.2.1,3.2.1.99
Q5BA89,3.2.1.55,3,3.2,3.2.1,3.2.1.55
Q5BMR2,3.1.4.4,3,3.1,3.1.4,3.1.4.4
Q5DGJ1,3.7.1.3,3,3.7,3.7.1,3.7.1.3
Q5HRP0,2.5.1.15,2,2.5,2.5.1,2.5.1.15
Q5NNZ8,3.1.3.1,3,3.1,3.1.3,3.1.3.1
Q5P1Y4,2.1.1.186,2,2.1,2.1.1,2.1.1.186
Q5P4A1,3.4.21.88,3,3.4,3.4.21,3.4.21.88
Q5QUP3,2.5.1.39,2,2.5,2.5.1,2.5.1.39
Q5QZ38,2.3.1.274,2,2.3,2.3.1,2.3.1.274
Q5U3F8,1.13.11.6,1,1.13,1.13.11,1.13.11.6
Q5U3T0,2.4.1.145,2,2.4,2.4.1,2.4.1.-
Q5UQB5,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q5UQE1,6.3.5.4,6,6.3,6.3.5,6.3.5.4
Q5W6G0,3.2.1.78,3,3.2,3.2.1,3.2.1.78
Q5X3A8,4.1.2.27,4,4.1,4.1.2,4.1.2.27
Q5XF57,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5YP21,3.4.21.88,3,3.4,3.4.21,3.4.21.88
Q5YY71,2.8.1.4,2,2.8,2.8.1,2.8.1.4
Q5Z620,1.5.99.12,1,1.5,1.5.99,1.5.99.12
Q60338,1.12.98.1,1,1.12,1.12.98,1.12.98.1
Q60CL4,2.1.1.186,2,2.1,2.1.1,2.1.1.186
Q613L4,3.5.1.98,3,3.5,3.5.1,3.5.1.98
Q67L43,1.17.99.9,1,1.17,1.17.99,1.17.99.9
Q67PG1,2.3.1.274,2,2.3,2.3.1,2.3.1.274
Q67WR5,1.1.1.271,1,1.1,1.1.1,1.1.1.271
Q6AAZ9,2.7.7.85,2,2.7,2.7.7,2.7.7.85
Q6ABP6,5.4.99.62,5,5.4,5.4.99,5.4.99.62
Q6ALZ3,2.3.2.6,2,2.3,2.3.2,2.3.2.6
Q6AUV1,1.17.1.4,1,1.17,1.17.1,1.17.1.4
Q6BNF3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6BPI1,1.8.1.7,1,1.8,1.8.1,1.8.1.7
Q6BTC8,2.1.1.360,2,2.1,2.1.1,2.1.1.360
Q6BV76,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6BVA0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6BZH1,3.6.4.10,3,3.6,3.6.4,3.6.4.10
Q6C3D7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6CA79,3.4.11.18,3,3.4,3.4.11,3.4.11.18
Q6CAV7,4.6.1.19,4,4.6,4.6.1,4.6.1.19
Q6CAX5,3.5.1.52,3,3.5,3.5.1,3.5.1.52
Q6CDL0,5.1.99.6,5,5.1,5.1.99,5.1.99.6
Q6CEK8,2.1.1.354,2,2.1,2.1.1,2.1.1.354
Q6CHP1,1.1.1.330,1,1.1,1.1.1,1.1.1.330
Q6CIC9,1.14.11.27,1,1.14,1.14.11,1.14.11.27
Q6CIT4,2.1.1.354,2,2.1,2.1.1,2.1.1.354
Q6CKK4,3.4.16.6,3,3.4,3.4.16,3.4.16.6
Q6CN53,2.1.1.220,2,2.1,2.1.1,2.1.1.220
Q6CP76,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6CVA2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6CWV1,2.1.1.360,2,2.1,2.1.1,2.1.1.360
Q6CXN5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6E6J3,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q6EU49,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6FDS1,2.3.2.6,2,2.3,2.3.2,2.3.2.6
Q6FJ85,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6FK48,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q6FKT4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q6FQH2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6FRE7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6FRZ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6FTM9,3.4.16.6,3,3.4,3.4.16,3.4.16.6
Q6FXS2,2.4.1.258,2,2.4,2.4.1,2.4.1.258
Q6G011,1.17.99.9,1,1.17,1.17.99,1.17.99.9
Q6GZV6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6LPQ4,2.7.1.50,2,2.7,2.7.1,2.7.1.50
Q6M923,2.7.1.26,2,2.7,2.7.1,2.7.1.26
Q6MAN0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6MB12,4.1.1.37,4,4.1,4.1.1,4.1.1.37
Q6MBL1,2.3.1.274,2,2.3,2.3.1,2.3.1.274
Q6MBM7,6.2.1.5,6,6.2,6.2.1,6.2.1.5
Q6MBS7,2.4.1.227,2,2.4,2.4.1,2.4.1.227
Q6MHJ5,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q6MIG1,2.4.1.227,2,2.4,2.4.1,2.4.1.227
Q6ML73,3.4.21.53,3,3.4,3.4.21,3.4.21.53
Q6MTF4,3.4.21.53,3,3.4,3.4.21,3.4.21.53
Q6MTZ7,4.2.1.126,4,4.2,4.2.1,4.2.1.126
Q6NG19,2.7.1.35,2,2.7,2.7.1,2.7.1.35
Q6NGC8,2.4.1.227,2,2.4,2.4.1,2.4.1.227
Q6NKZ9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6NRT0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6NSM8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6P3R8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6P431,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6UDG0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6UDH7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6X1E1,2.5.1.34,2,2.5,2.5.1,2.5.1.-
Q6XHA7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6Y5M5,3.4.24.59,3,3.4,3.4.24,3.4.24.59
Q6YPW8,2.3.1.274,2,2.3,2.3.1,2.3.1.274
Q6YVJ0,1.13.11.51,1,1.13,1.13.11,1.13.11.-
Q6Z9F4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q727D8,3.5.1.108,3,3.5,3.5.1,3.5.1.108
Q72DS5,4.1.1.111,4,4.1,4.1.1,4.1.1.111
Q72JP9,2.4.1.227,2,2.4,2.4.1,2.4.1.227
Q72NW0,3.1.3.77,3,3.1,3.1.3,3.1.3.77
Q72U22,4.3.3.7,4,4.3,4.3.3,4.3.3.7
Q72UP9,3.4.21.53,3,3.4,3.4.21,3.4.21.53
Q73GT3,6.3.2.9,6,6.3,6.3.2,6.3.2.9
Q73HV8,1.17.99.9,1,1.17,1.17.99,1.17.99.9
Q73JG6,2.8.4.4,2,2.8,2.8.4,2.8.4.4
Q73L91,2.4.1.227,2,2.4,2.4.1,2.4.1.227
Q73LG6,7.4.2.8,7,7.4,7.4.2,7.4.2.8
Q73QK5,2.4.2.29,2,2.4,2.4.2,2.4.2.29
Q74FD5,1.7.99.1,1,1.7,1.7.99,1.7.99.1
Q74KU4,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q74L37,7.4.2.8,7,7.4,7.4.2,7.4.2.8
Q74M64,6.5.1.1,6,6.5,6.5.1,6.5.1.1
Q752M5,3.4.16.6,3,3.4,3.4.16,3.4.16.6
Q753D9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q753F5,3.1.3.77,3,3.1,3.1.3,3.1.3.77
Q755E4,3.4.21.53,3,3.4,3.4.21,3.4.21.53
Q757X8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q758T2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q759T3,3.5.1.9,3,3.5,3.5.1,3.5.1.9
Q75AF2,2.3.2.34,2,2.3,2.3.2,2.3.2.34
Q75AL5,1.14.11.27,1,1.14,1.14.11,1.14.11.27
Q75F69,1.14.14.17,1,1.14,1.14.14,1.14.14.17
Q75JN1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q76P07,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7AJA5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7B9Y6,2.1.3.6,2,2.1,2.1.3,2.1.3.3
Q7G959,1.11.1.25,2,2.3,2.3.2,2.3.2.27
Q7LZQ6,3.1.1.4,3,3.4,3.4.24,3.4.24.-
Q7MAC4,2.3.2.6,2,2.3,2.3.2,2.3.2.6
Q7MGL1,6.3.4.18,6,6.3,6.3.4,6.3.4.18
Q7MHV3,6.3.2.1,6,6.3,6.3.2,6.3.2.1
Q7MR19,3.6.1.66,3,3.6,3.6.1,3.6.1.66
Q7MV70,1.1.1.290,1,1.1,1.1.1,1.1.1.290
Q7NEZ5,6.3.2.9,6,6.3,6.3.2,6.3.2.9
Q7NTN5,5.4.99.62,5,5.4,5.4.99,5.4.99.62
Q7NU26,3.5.1.96,3,3.5,3.5.1,3.5.1.96
Q7NWP9,2.1.1.190,2,2.1,2.1.1,2.1.1.190
Q7P0L7,2.7.7.87,2,2.7,2.7.7,2.7.7.87
Q7Q6A7,1.14.13.9,1,1.14,1.14.13,1.14.13.9
Q7RZU4,2.1.1.359,2,2.1,2.1.1,2.1.1.359
Q7S133,3.6.4.12,3,3.6,3.6.4,3.6.4.-
Q7S1I0,2.4.1.173,2,2.4,2.4.1,2.4.1.173
Q7SA35,2.4.1.256,2,2.4,2.4.1,2.4.1.256
Q7SA85,3.4.21.53,3,3.4,3.4.21,3.4.21.53
Q7SBJ9,2.1.1.372,2,2.1,2.1.1,2.1.1.372
Q7SD49,3.1.22.-,3,3.1,3.1.22,3.1.22.-
Q7SDF3,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q7SE17,2.8.1.9,2,2.8,2.8.1,2.8.1.9
Q7T0B0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7T3D1,1.8.4.-,1,1.8,1.8.4,1.8.4.-
Q7T6X2,2.7.11.1,2,2.7,2.7.10,2.7.10.1
Q7T6X9,5.6.2.1,5,5.6,5.6.2,5.6.2.1
Q7T6Y2,2.7.11.1,2,2.7,2.7.10,2.7.10.1
Q7TTZ4,2.8.1.13,2,2.8,2.8.1,2.8.1.13
Q7U346,2.4.1.227,2,2.4,2.4.1,2.4.1.227
Q7U347,2.5.1.75,2,2.5,2.5.1,2.5.1.75
Q7U3U2,1.3.5.2,1,1.3,1.3.5,1.3.5.2
Q7U5G1,2.2.1.6,2,2.2,2.2.1,2.2.1.6
Q7UDY6,7.4.2.8,7,7.4,7.4.2,7.4.2.8
Q7UF84,2.8.1.6,2,2.8,2.8.1,2.8.1.6
Q7UH37,2.8.1.8,2,2.8,2.8.1,2.8.1.8
Q7UHW3,6.3.4.4,6,6.3,6.3.4,6.3.4.4
Q7UK39,2.8.4.4,2,2.8,2.8.4,2.8.4.4
Q7ULU1,1.17.7.4,1,1.17,1.17.7,1.17.7.4
Q7ULX4,5.1.99.6,5,5.1,5.1.99,5.1.99.6
Q7UPG4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q7UTQ8,6.3.2.1,6,6.3,6.3.2,6.3.2.1
Q7UVG9,1.7.1.13,1,1.7,1.7.1,1.7.1.13
Q7UWI5,7.4.2.8,7,7.4,7.4.2,7.4.2.8
Q7V2E6,2.1.3.15,2,2.1,2.1.3,2.1.3.15
Q7V3E1,2.3.1.274,2,2.3,2.3.1,2.3.1.274
Q7V3P8,6.3.2.8,6,6.3,6.3.2,6.3.2.8
