Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
P35918,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P35991,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P36551,1.3.3.3,1,1.3,1.3.3,1.3.3.3
P36894,2.7.11.30,2,2.7,2.7.11,2.7.11.30
P37051,3.5.1.10,3,3.5,3.5.1,3.5.1.10
P37743,1.11.1.21,1,1.11,1.11.1,1.11.1.-
P38447,3.1.30.-,3,3.1,3.1.30,3.1.30.-
P38628,5.4.2.3,5,5.4,5.4.2,5.4.2.3
P38888,3.2.1.24,3,3.2,3.2.1,3.2.1.113
P38995,7.2.2.8,7,7.2,7.2.2,7.2.2.8
P39524,7.6.2.1,7,7.6,7.6.2,7.6.2.1
P39909,2.3.1.57,2,2.3,2.3.1,2.3.1.-
P40009,3.6.1.5,3,3.6,3.6.1,3.6.1.5
P40527,7.6.2.1,7,7.6,7.6.2,7.6.2.1
P41229,1.14.11.67,1,1.14,1.14.11,1.14.11.67
P41279,2.7.11.25,2,2.7,2.7.11,2.7.11.1
P42339,2.7.1.137,2,2.7,2.7.1,2.7.1.137
P42517,5.4.99.5,5,5.4,5.4.99,5.4.99.5
P42525,2.7.11.24,2,2.7,2.7.11,2.7.11.24
P42679,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P42684,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P43403,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P43405,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P46850,6.5.1.8,6,6.5,6.5.1,6.5.1.8
P48561,2.7.7.19,2,2.7,2.7.7,2.7.7.19
P49187,2.7.11.24,2,2.7,2.7.11,2.7.11.24
P49331,2.4.1.5,2,2.4,2.4.1,2.4.1.5
P49657,2.7.12.1,2,2.7,2.7.12,2.7.12.1
P49762,2.7.12.1,2,2.7,2.7.12,2.7.12.1
P50520,2.7.1.137,2,2.7,2.7.1,2.7.1.137
P51003,2.7.7.19,2,2.7,2.7.7,2.7.7.19
P51993,2.4.1.152,2,2.4,2.4.1,2.4.1.-
P52491,2.3.2.34,2,2.3,2.3.2,2.3.2.34
P52792,2.7.1.1,2,2.7,2.7.1,2.7.1.1
P53170,2.7.11.2,2,2.7,2.7.11,2.7.11.2
P53599,2.7.11.25,2,2.7,2.7.11,2.7.11.1
P54199,2.7.12.2,2,2.7,2.7.12,2.7.12.2
P54352,2.7.1.82,2,2.7,2.7.1,2.7.1.82
P54756,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P54861,3.6.5.5,3,3.6,3.6.5,3.6.5.5
P55931,1.5.5.1,1,1.5,1.5.5,1.5.5.1
P61488,2.7.2.4,2,2.7,2.7.2,2.7.2.4
P63228,3.1.3.82,3,3.1,3.1.3,3.1.3.82
P69822,2.7.1.194,2,2.7,2.7.1,2.7.1.-
P70126,2.4.99.-,2,2.4,2.4.99,2.4.99.-
P75691,1.1.1.2,1,1.1,1.1.1,1.1.1.2
P76469,4.1.2.53,4,4.1,4.1.2,4.1.3.39
P77334,3.1.4.52,3,3.1,3.1.4,3.1.4.52
P79701,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P80192,2.7.11.25,2,2.7,2.7.11,2.7.11.25
P81375,1.4.3.2,1,1.8,1.11.1,1.16.3.1
P83100,2.7.11.24,2,2.7,2.7.11,2.7.11.24
P90495,2.3.2.36,2,2.3,2.3.2,2.3.2.27
P90994,4.2.1.130,4,4.2,4.2.1,4.2.1.130
P92939,7.2.2.10,7,7.2,7.2.2,7.2.2.10
P96890,6.3.4.14,6,6.3,6.3.4,6.3.4.14
P98197,7.6.2.1,7,7.6,7.6.2,7.6.2.1
P9WKQ1,3.1.4.12,3,3.1,3.1.4,3.1.4.12
P9WQ35,4.6.1.1,4,4.6,4.6.1,4.6.1.1
P9WQE5,2.3.1.292,2,2.3,2.3.1,2.3.1.-
Q00342,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q00684,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q00722,3.1.4.11,3,3.1,3.1.4,3.1.4.11
Q02158,3.1.4.11,3,3.1,3.1.4,3.1.4.11
Q02256,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q03019,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q03100,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q03101,4.6.1.1,4,4.6,4.6.1,4.6.1.2
Q03145,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q03331,1.14.12.17,1,1.14,1.14.12,1.14.12.17
Q03351,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q04638,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q04912,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q05201,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q05209,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q05755,1.4.1.13,1,1.4,1.4.1,1.4.1.13
Q05871,5.3.3.8,4,4.2,5.3.3,5.3.3.8
Q06418,2.7.10.1,2,2.7,2.7.10,2.7.10.1
Q07093,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q07192,2.7.12.2,2,2.7,2.7.12,2.7.12.2
Q07523,1.1.3.15,1,1.1,1.1.3,1.1.3.-
Q07566,3.1.3.78,3,3.1,3.1.3,3.1.3.-
Q08189,2.3.2.13,2,2.3,2.3.2,2.3.2.13
Q08462,4.6.1.1,4,4.6,4.6.1,4.6.1.1
Q08602,2.5.1.60,2,2.5,2.5.1,2.5.1.60
Q08645,6.3.2.17,6,6.3,6.3.2,6.3.2.17
Q09103,2.7.1.107,2,2.7,2.7.1,2.7.1.107
Q09690,2.7.12.1,2,2.7,2.7.12,2.7.12.1
Q09748,3.6.5.5,3,3.6,3.6.5,3.6.5.5
Q09756,2.7.1.1,2,2.7,2.7.1,2.7.1.1
Q10038,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q10156,2.7.12.1,2,2.7,2.7.12,2.7.12.1
Q10916,3.1.4.12,3,3.1,3.1.4,3.1.4.-
Q12063,2.5.1.87,2,2.5,2.5.1,2.5.1.87
Q12473,1.16.1.9,1,1.16,1.16.1,1.16.1.9
Q12913,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q12923,3.1.3.48,2,2.7,2.7.10,2.7.10.2
Q13332,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q13370,3.1.4.17,3,3.1,3.1.4,3.1.4.35
Q13554,2.7.11.17,2,2.7,2.7.11,2.7.11.1
Q13946,3.1.4.53,3,3.1,3.1.4,3.1.4.17
Q14432,3.1.4.17,3,3.1,3.1.4,3.1.4.53
Q15256,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q19187,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q23652,2.7.7.52,2,2.7,2.7.7,2.7.7.19
Q24210,2.7.11.17,2,2.7,2.7.11,2.7.11.1
Q28017,3.1.1.47,3,3.1,3.1.1,3.1.1.47
Q28198,3.4.21.68,3,3.4,3.4.21,3.4.21.-
Q2KJ53,3.1.3.7,3,3.1,3.1.3,3.1.3.7
Q2LAM0,1.14.18.-,1,1.14,1.14.18,1.14.18.-
Q32MK0,2.7.11.18,2,2.7,2.7.11,2.7.11.1
Q45515,3.5.2.-,3,3.5,3.5.2,3.5.2.2
Q4CUJ8,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q4WHC8,7.2.2.10,7,7.2,7.2.2,7.2.2.10
Q4WYP6,7.4.2.-,7,7.4,7.4.2,7.4.2.-
Q50L42,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q50L43,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q54S83,2.1.1.320,2,2.1,2.1.1,2.1.1.320
Q54WR4,3.1.4.4,3,3.1,3.1.4,3.1.4.4
Q55320,3.1.3.1,3,3.1,3.1.3,3.1.3.1
Q553Y7,4.6.1.2,4,4.6,4.6.1,4.6.1.1
Q55FT4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q55GJ2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q55GV3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q56UN5,2.7.11.1,3,3.4,3.4.21,3.4.22.-
Q59H18,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q59KM8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q59W62,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5AG71,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5AHG6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5AMQ4,2.4.1.80,2,2.4,2.4.1,2.4.1.80
Q5AP97,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5APR8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5APU2,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q5B323,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q5EAK6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5HZ38,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5KSL6,2.7.1.107,2,2.7,2.7.1,2.7.1.107
Q5NAI7,1.5.3.-,1,1.5,1.5.3,1.5.3.-
Q5R4L1,2.7.11.21,2,2.7,2.7.11,2.7.11.21
Q5RBS4,3.4.21.105,3,3.4,3.4.21,3.4.21.-
Q5RD27,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5RGQ2,2.1.1.319,2,2.1,2.1.1,2.1.1.319
Q5RJY2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q5TCY1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q5VST9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q61161,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q62070,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q62130,3.1.3.48,3,3.1,3.1.3,3.1.3.48
Q62388,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q62656,3.1.3.48,3,3.4,3.4.24,3.4.21.-
Q64FQ2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q69ZM6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q69ZR2,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q6B516,2.7.1.91,2,2.7,2.7.1,2.7.1.-
Q6B9X6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6BF17,4.2.1.6,4,4.2,4.2.1,4.2.1.-
Q6DBX4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6DT37,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6F3I7,3.4.14.5,3,3.4,3.4.14,3.4.14.-
Q6IDB6,3.5.4.33,3,3.5,3.5.4,3.5.4.12
Q6IDD9,3.2.2.6,2,2.3,2.3.2,2.3.2.26
Q6IQ55,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6IWZ0,1.4.3.2,1,1.4,1.4.3,1.4.3.2
Q6P0Q8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6P4S6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6PXP0,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q6SA08,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6T486,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q6WV19,2.4.1.41,2,2.4,2.4.1,2.4.1.41
Q6WV20,2.4.1.41,2,2.4,2.4.1,2.4.1.41
Q6WWW4,2.3.2.26,2,2.3,2.3.2,2.3.2.26
Q6XHB2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6ZMQ8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6ZQ29,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q6ZQM0,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q6ZWH5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q70PP2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q71F54,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q72IB8,1.5.5.2,1,1.5,1.5.5,1.5.5.2
Q73RG3,2.7.7.65,2,2.7,2.7.7,2.7.7.65
Q75CH3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q75DK7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q76N89,2.3.2.26,2,2.3,2.3.2,2.3.2.27
Q7JQ32,4.6.1.2,4,4.6,4.6.1,4.6.1.2
Q7K237,2.4.1.122,2,2.4,2.4.1,2.4.1.122
Q7KRY6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7KTX7,2.3.2.31,2,2.3,2.3.2,2.3.2.31
Q7RAH3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7RZD3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7T308,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7TMI3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7TMS5,7.6.2.2,7,7.6,7.6.2,7.6.2.-
Q7TMV1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7TN78,6.2.1.2,6,6.2,6.2.1,6.2.1.-
Q7TPM3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7XJR9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7XU27,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7XV05,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7Y0B9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7Z2Y5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q7Z4N8,1.14.11.2,1,1.14,1.14.11,1.14.11.2
Q7Z569,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7Z6E9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q7Z6J8,2.3.2.26,2,2.3,2.3.2,2.3.2.31
Q7ZX20,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q803C1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q803I4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q80V85,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q80WG7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q80X41,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q80X56,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q80YE7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q80ZI6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q80ZW0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q810L3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q81WH6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q833J1,3.2.2.6,3,3.2,3.2.2,3.2.2.6
Q84JU6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q84ME1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q84WW6,2.1.1.354,2,2.1,2.1.1,2.1.1.357
Q852L0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q863I2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q869N2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86AT8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86B61,1.14.17.-,1,1.14,1.14.17,1.14.17.-
Q86C65,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86CS2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86DA5,3.2.2.6,2,2.3,2.3.2,2.3.2.26
Q86TB3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86UE8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86UW9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q86XS8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q86XT4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q86Y07,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q86Y13,2.3.2.27,2,2.3,2.3.2,2.3.2.-
Q8BG47,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8BI06,3.2.1.35,3,3.2,3.2.1,3.2.1.18
Q8BR37,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8BVP1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8BVU5,3.6.1.13,3,3.6,3.6.1,3.6.1.-
Q8BWQ5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8BXZ1,5.3.4.1,5,5.3,5.3.4,5.3.4.1
Q8BZN4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8C006,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8C015,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8C050,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8C0E3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8C7M3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8CAE2,2.1.1.n8,2,2.1,2.1.1,2.1.1.n8
Q8CBG9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8CEE6,2.7.11.1,2,2.7,6.2.1,2.7.7.7
Q8CFH6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8CFT2,2.1.1.364,2,2.1,2.1.1,2.1.1.354
Q8CH72,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8CIR4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8CJB9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8EIX3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8GSJ6,5.3.4.1,7,1.8,7.1.1,7.5.2.6
Q8GUK7,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8GUQ5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8GV50,3.1.1.4,3,3.1,3.1.1,3.1.1.4
Q8GWA1,1.6.5.9,1,1.6,1.6.5,1.6.5.9
Q8GXF8,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8GY82,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8GZ99,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8H107,2.3.1.61,2,2.3,2.3.1,2.3.1.12
Q8H116,3.2.1.113,3,3.2,3.2.1,3.2.1.113
Q8H1D6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8I113,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IKD3,3.1.4.35,3,3.1,3.1.4,3.1.4.35
Q8IL26,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IMC6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8INB9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8INR6,2.1.1.360,2,2.1,2.1.1,2.1.1.360
Q8IR79,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IRW8,2.1.1.354,3,3.6,3.6.4,3.4.21.97
Q8IU81,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8IUD6,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8IVH8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IVS8,2.7.1.31,2,2.7,2.7.1,2.7.1.31
Q8IVT5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IWR1,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8IWU2,2.7.11.1,2,2.7,2.7.10,2.7.11.1
Q8IWZ4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8IXL6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IY84,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8IYM9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8IZD4,3.6.1.62,3,3.6,3.6.1,3.5.1.98
Q8JHV9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8K1L5,2.3.2.27,3,3.4,3.4.19,3.4.19.12
Q8K1R7,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8KRU5,3.1.4.4,3,3.1,3.1.3,3.1.3.1
Q8L4H4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8L649,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8L796,2.7.1.68,2,2.7,2.7.1,2.7.1.68
Q8L7N4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8LGA5,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8LPB4,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8LPD9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8MQ70,2.7.11.1,2,2.7,2.7.12,2.7.12.1
Q8MS59,1.2.1.84,1,1.2,1.2.1,1.2.1.84
Q8MVR1,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8N2H9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8N2W9,2.3.2.27,2,2.3,2.3.2,2.3.2.-
Q8N394,2.4.1.109,2,2.4,2.4.1,2.4.1.109
Q8N6D2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8N7C3,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8N7E2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8N9I9,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NA82,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NB14,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8NC42,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NCN4,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8ND25,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NEV4,2.7.11.1,2,2.7,2.7.12,2.7.12.1
Q8NFA0,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8NFD2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8NG06,2.3.2.27,2,2.3,2.3.2,2.3.2.27
Q8NG66,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8QFP8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8QL52,3.4.21.90,3,3.4,3.4.21,3.4.21.90
Q8R4V0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8RUD6,1.20.4.1,2,2.8,2.8.1,2.8.1.1
Q8RWW0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8RWZ5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8S1V1,3.2.1.14,3,3.4,3.4.23,3.4.23.-
Q8S8Y9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8SSS9,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8T0S6,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8T2I8,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8TBX8,2.7.1.149,2,2.7,2.7.1,2.7.1.68
Q8TD26,3.6.4.12,3,3.6,3.6.4,3.6.4.-
Q8TDG4,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q8TDI0,3.6.4.12,3,3.6,3.6.4,3.6.4.12
Q8TE49,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8TEY7,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8TF76,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8TZE8,3.5.1.1,3,3.5,3.5.1,3.5.1.1
Q8VHF0,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8VYT3,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8VYY5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8VZB2,4.2.1.134,4,4.2,4.2.1,4.2.1.134
Q8VZH2,3.4.11.2,3,3.4,3.4.11,3.4.11.-
Q8W4J3,1.8.3.2,1,1.8,1.8.3,1.8.3.2
Q8W4S5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
Q8WR51,2.4.1.221,2,2.4,2.4.1,2.4.1.221
Q8WSF3,3.2.1.52,3,3.2,3.2.1,3.2.1.52
Q8WT44,3.4.19.12,3,3.4,3.4.19,3.4.19.12
Q8WUI4,3.5.1.98,3,3.5,3.5.1,3.5.1.98
Q8WY54,3.1.3.16,3,3.1,3.1.3,3.1.3.16
