Entry,True EC,Predict main EC,Predict child1,Predict child2,Predict child3
O62305,2.7.11.17,2,2.7,2.7.11,2.7.11.1
O64390,2.7.1.1,2,2.7,2.7.1,2.7.1.1
O65201,1.3.3.6,1,1.3,1.3.3,1.3.3.6
O65312,2.1.1.356,2,2.1,2.1.1,2.1.1.356
O74518,2.7.7.19,2,2.7,2.7.7,2.7.7.19
O74536,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O74630,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O74874,3.1.13.4,3,3.1,3.1.13,3.1.13.4
O74880,2.1.1.56,2,2.1,2.1.1,2.1.1.56
O75011,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O75355,3.6.1.5,3,3.6,3.6.1,3.6.1.5
O75521,5.3.3.8,5,5.3,5.3.3,5.3.3.8
O75783,3.4.21.105,3,3.4,3.4.21,3.4.21.105
O76074,3.1.4.35,3,3.1,3.1.4,3.1.4.17
O76924,2.3.2.31,2,2.3,2.3.2,2.3.2.31
O80397,2.7.12.2,2,2.7,2.7.12,2.7.12.2
O80528,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O80963,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O81069,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O81833,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O82312,2.7.7.19,2,2.7,2.7.7,2.7.7.19
O82318,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O88763,2.7.1.137,2,2.7,2.7.1,2.7.1.137
O88819,2.4.1.152,2,2.4,2.4.1,2.4.1.-
O93927,2.4.1.34,2,2.4,2.4.1,2.4.1.34
O94451,2.3.2.-,2,2.3,2.3.2,2.3.2.-
O94487,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O94547,2.7.11.1,2,2.7,2.7.11,2.7.11.17
O94584,2.7.8.8,2,2.7,2.7.8,2.7.8.8
O94751,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O94851,1.14.13.225,1,1.14,1.14.13,1.14.13.225
O94874,2.3.2.-,2,2.3,2.3.2,2.3.2.-
O95263,3.1.4.53,3,3.1,3.1.4,3.1.4.17
O95819,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O95835,2.7.11.1,2,2.7,2.7.11,2.7.11.1
O95861,3.1.3.7,3,3.1,3.1.3,3.1.3.7
O95865,3.5.3.18,3,3.5,3.5.3,3.5.3.18
O95932,2.3.2.13,2,2.3,2.3.2,2.3.2.13
O96006,2.3.2.-,2,2.3,2.3.2,2.3.2.26
O97364,3.4.21.62,3,3.4,3.4.21,3.4.21.62
O97572,3.6.5.2,3,3.6,3.6.5,3.6.5.2
O97799,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P00163,7.1.1.8,7,7.1,7.1.1,7.1.1.9
P00390,1.8.1.7,1,1.8,1.8.1,1.8.1.7
P00440,1.14.18.1,1,1.14,1.14.18,1.14.18.1
P00522,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P00528,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P00618,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P00862,4.1.1.22,4,4.1,4.1.1,4.1.1.22
P01120,3.6.5.2,3,3.6,3.6.5,3.6.5.2
P03949,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P04054,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P04290,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P04412,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P04413,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P04850,3.2.1.18,3,3.2,3.2.1,3.2.1.18
P05129,2.7.11.13,2,2.7,2.7.11,2.7.11.13
P06243,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P06738,2.4.1.1,2,2.4,2.4.1,2.4.1.1
P06782,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P06784,2.7.12.2,2,2.7,2.7.12,2.7.12.2
P06820,3.2.1.18,3,3.2,3.2.1,3.2.1.18
P07147,1.14.18.-,1,1.14,1.14.18,1.14.18.-
P07246,1.1.1.1,1,1.1,1.1.1,1.1.1.1
P07334,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P07527,2.7.10.2,2,2.7,2.7.11,2.7.11.1
P08004,2.4.1.16,2,2.4,2.4.1,2.4.1.16
P08018,2.7.12.2,2,2.7,2.7.12,2.7.12.2
P08092,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P08337,3.6.1.55,3,3.6,3.6.1,3.6.1.55
P08393,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P08394,3.1.11.5,3,3.1,3.1.11,3.1.11.5
P08458,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P08581,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P08630,2.7.10.2,2,2.7,2.7.10,2.7.10.2
P08660,2.7.2.4,2,2.7,2.7.2,2.7.2.4
P08922,2.7.10.1,3,3.1,3.1.3,3.1.3.48
P09208,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P09215,2.7.11.13,2,2.7,2.7.11,2.7.11.13
P09385,3.2.2.22,3,3.2,3.2.2,3.2.2.22
P09543,3.1.4.37,3,3.1,3.1.4,3.1.3.16
P09619,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P09831,1.4.1.13,1,1.4,1.4.7,1.4.7.1
P09880,6.5.1.3,6,6.5,6.5.1,6.5.1.3
P0A862,1.11.1.24,1,1.11,1.11.1,1.11.1.24
P0A951,2.3.1.57,2,2.3,2.3.1,2.3.1.-
P0A991,4.1.2.13,4,4.1,4.1.2,4.1.2.13
P0A9J6,2.7.1.15,2,2.7,2.7.1,2.7.1.15
P0A9N4,1.97.1.4,1,1.97,1.97.1,1.97.1.4
P0AB71,4.1.2.13,4,4.1,4.1.2,4.1.2.13
P0AC13,2.5.1.15,2,2.5,2.5.1,2.5.1.15
P0ACE0,1.12.99.6,1,1.12,1.12.99,1.12.99.6
P0AG20,2.7.6.5,2,2.7,2.7.6,2.7.6.5
P0C0K3,2.7.11.1,2,2.7,2.7.1,2.7.1.100
P0C0R5,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P0C2D7,1.4.3.2,1,1.4,1.4.3,1.4.3.2
P0C581,3.1.13.4,3,3.1,3.1.13,3.1.13.4
P0C5E2,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P0C6E9,3.2.1.18,3,3.2,3.2.1,3.2.1.18
P0C942,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P0CX77,3.5.1.1,3,3.5,3.5.1,3.5.1.1
P0CY46,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P0DPR2,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P0DUG4,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P0DV84,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P10297,3.2.2.22,3,3.2,3.2.2,3.2.2.22
P10486,3.1.21.3,3,3.1,3.1.21,3.1.21.3
P10619,3.4.16.5,3,3.4,3.4.16,3.4.16.-
P10676,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P10687,3.1.4.11,3,3.1,3.1.4,3.1.4.11
P10862,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P11161,2.3.2.-,2,2.3,2.3.2,2.3.2.27
P11218,3.2.1.14,3,3.2,3.2.1,3.2.1.14
P11245,2.3.1.5,2,2.3,2.3.1,2.3.1.5
P11274,2.7.11.1,2,2.7,2.7.11,2.7.11.16
P11346,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P11792,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P11801,2.7.11.1,2,2.7,2.7.11,2.7.11.18
P11837,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P11916,3.1.27.-,3,3.1,3.1.27,3.1.27.-
P12000,6.5.1.1,6,6.5,6.5.1,6.5.1.1
P12688,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P12689,2.7.7.-,2,2.7,2.7.7,2.7.7.-
P12868,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P13099,5.6.2.1,5,5.6,5.6.2,5.6.2.1
P13185,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P13186,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P13217,3.1.4.11,3,3.1,3.1.4,3.1.4.11
P13234,2.7.11.17,2,2.7,2.7.11,2.7.11.17
P13288,2.7.11.1,2,2.7,2.7.1,2.7.1.-
P13369,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P13448,4.2.1.84,4,4.2,4.2.1,4.2.1.84
P13504,3.2.2.6,3,3.2,3.2.2,3.2.2.6
P13658,5.6.2.1,3,2.7,2.7.7,2.7.7.-
P13661,3.5.2.6,3,3.5,3.5.2,3.5.2.6
P13667,5.3.4.1,5,5.3,5.3.4,5.3.4.1
P14180,2.4.1.16,2,2.4,2.4.1,2.4.1.16
P14294,5.6.2.1,5,5.6,5.6.2,5.6.2.1
P14373,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P14422,3.1.1.4,3,3.1,3.1.1,3.1.1.4
P14605,4.6.1.1,3,2.7,2.7.11,2.7.11.1
P14617,2.7.10.1,2,2.7,2.7.10,2.7.10.1
P14680,2.7.12.1,2,2.7,2.7.12,2.7.12.1
P14719,3.2.2.6,3,3.2,3.2.2,3.2.2.6
P15005,3.1.21.-,3,3.6,3.6.4,3.6.4.12
P15034,3.4.11.9,3,3.4,3.4.13,3.4.13.9
P15442,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P15703,3.2.1.58,3,3.2,3.2.1,3.2.1.58
P15790,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P15925,6.3.2.17,6,6.3,6.3.2,6.3.2.17
P16009,3.2.1.17,3,3.2,3.2.1,3.2.1.-
P16046,3.4.21.97,3,3.4,3.4.21,3.4.21.97
P16066,4.6.1.2,4,4.6,4.6.1,4.6.1.2
P16163,1.7.3.3,1,1.7,1.7.3,1.7.3.3
P16621,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P16788,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P16885,3.1.4.11,3,3.1,3.1.4,3.1.4.11
P16912,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P17597,2.2.1.6,2,2.2,2.2.1,2.2.1.6
P17967,5.3.4.1,5,5.3,5.3.4,5.3.4.1
P18031,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P18052,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P18123,1.11.1.6,1,1.11,1.11.1,1.11.1.6
P18431,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P19172,3.2.1.14,3,3.2,3.2.1,3.2.1.14
P19265,4.3.1.7,4,4.3,4.3.1,4.3.1.7
P19474,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P19754,4.6.1.1,4,4.6,4.6.1,4.6.1.1
P19812,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P19971,2.4.2.4,2,2.4,2.4.2,2.4.2.4
P20350,3.4.21.105,3,3.4,3.4.21,3.4.21.105
P20483,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P20792,2.7.11.30,2,2.7,2.7.11,2.7.11.30
P21127,2.7.11.22,2,2.7,2.7.11,2.7.11.1
P21147,1.14.19.1,1,1.14,1.14.19,1.14.19.-
P21163,3.5.1.52,3,4.2,4.2.2,4.2.1.-
P21179,1.11.1.6,1,1.11,1.11.1,1.11.1.6
P21836,3.1.1.7,3,3.1,3.1.1,3.1.1.7
P21883,2.3.1.12,2,2.3,2.3.1,2.3.1.12
P21965,2.7.12.1,2,2.7,2.7.11,2.7.11.1
P22134,3.2.2.21,3,3.2,3.2.2,3.2.2.21
P22189,7.2.2.10,7,7.2,7.2.2,7.1.2.1
P22211,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P22216,2.7.12.1,2,2.7,2.7.11,2.7.11.1
P22219,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P22643,3.8.1.5,3,3.8,3.8.1,3.8.1.5
P22682,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P22774,3.6.4.10,3,3.6,3.6.4,3.6.4.10
P22855,3.2.1.24,3,3.2,3.2.1,3.2.1.24
P22936,3.1.21.-,3,3.1,3.1.21,3.1.21.2
P22987,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P23292,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P23468,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P23470,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P23647,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P23694,3.4.24.40,3,3.4,3.4.24,3.4.24.40
P23776,3.2.1.58,3,3.2,3.2.1,3.2.1.58
P23874,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P23913,1.3.1.70,1,1.3,1.3.1,1.3.1.70
P24232,1.14.12.17,1,1.14,1.14.12,1.14.12.17
P24822,3.1.3.1,3,3.1,3.1.3,3.1.3.1
P25044,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P25045,2.3.1.50,2,2.3,2.3.1,2.3.1.50
P25333,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P25389,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P25694,3.6.4.6,3,3.6,3.6.4,3.6.4.6
P25848,2.7.11.1,2,2.7,2.7.13,2.7.13.3
P25910,3.5.2.6,3,3.5,3.5.2,3.5.2.6
P26918,3.5.2.6,3,3.5,3.5.2,3.5.2.6
P27250,1.1.1.2,1,1.1,1.1.1,1.1.1.2
P27380,4.2.2.n1,3,3.2,3.2.1,3.2.1.17
P27450,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P27574,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P27636,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P27796,2.3.1.16,2,2.3,2.3.1,2.3.1.16
P28072,3.4.25.1,3,3.4,3.4.25,3.4.25.1
P28178,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P28321,3.1.1.23,3,3.1,3.1.1,3.1.1.23
P28370,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P28627,3.4.21.-,3,3.4,3.4.21,3.4.21.-
P28708,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P29018,7.4.2.-,7,7.4,7.4.2,7.4.2.-
P29029,3.2.1.14,3,3.2,3.2.1,3.2.1.14
P29074,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P29122,3.4.21.-,3,3.4,3.4.21,3.4.21.-
P29128,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P29141,3.4.21.-,3,3.4,3.4.21,3.4.21.-
P29295,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P29349,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P29375,1.14.11.67,1,1.14,1.14.11,1.14.11.67
P29461,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P29496,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P29590,2.3.2.-,2,2.3,2.3.2,2.3.2.27
P30189,5.6.2.1,5,5.6,5.6.2,5.6.2.1
P30290,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P30305,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P30519,1.14.14.18,1,1.14,1.14.14,1.14.14.18
P30524,2.7.7.27,2,2.7,2.7.7,2.7.7.27
P30573,2.4.1.16,2,2.4,2.4.1,2.4.1.16
P30645,3.1.4.17,3,3.1,3.1.4,3.1.4.17
P30656,3.4.25.1,3,3.4,3.4.25,3.4.25.1
P30665,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P30666,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P30803,4.6.1.1,4,4.6,4.6.1,4.6.1.1
P30958,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P31129,2.7.7.65,2,2.7,2.7.7,2.7.7.65
P31374,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P31380,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P32131,1.3.98.3,1,1.3,1.3.98,1.3.98.3
P32232,4.2.1.22,4,4.2,4.2.1,4.2.1.22
P32320,3.5.4.5,3,3.5,3.5.4,3.5.4.5
P32333,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P32368,3.1.3.64,3,3.1,3.1.3,3.1.3.-
P32474,5.3.4.1,5,5.3,5.3.4,5.3.4.1
P32523,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P32562,2.7.11.21,2,2.7,2.7.11,2.7.11.21
P32581,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P32586,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P32597,3.6.4.12,3,3.6,3.6.4,3.6.4.-
P32657,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P32719,5.1.3.-,5,5.1,5.1.3,5.1.3.1
P32722,3.4.21.-,3,3.4,3.4.21,3.4.21.-
P32742,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P32783,2.1.1.56,2,2.1,2.1.1,2.1.1.56
P32789,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P32795,3.4.24.-,3,3.4,3.4.24,3.4.24.-
P32801,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P32807,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P32828,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P32849,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P32863,3.6.4.12,3,3.6,3.6.4,3.6.4.-
P32870,4.6.1.1,4,4.6,4.6.1,4.6.1.1
P32906,3.2.1.113,3,3.2,3.2.1,3.2.1.113
P32944,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P33072,1.4.3.13,1,1.4,1.4.3,1.4.3.-
P33186,3.2.2.22,3,3.2,3.2.2,3.2.2.22
P33327,1.4.1.2,1,1.4,1.4.1,1.4.1.2
P33639,2.7.13.3,2,2.7,2.7.13,2.7.13.3
P33760,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P33919,3.6.4.12,3,3.6,3.6.4,3.6.4.-
P34093,2.7.4.6,2,2.7,2.7.4,2.7.4.6
P34099,2.7.11.11,2,2.7,2.7.11,2.7.11.1
P34114,2.4.1.1,2,2.4,2.4.1,2.4.1.1
P34125,2.7.1.107,2,2.7,2.7.1,2.7.1.107
P34137,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P34208,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P34244,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P34314,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P34331,2.7.11.21,2,2.7,2.7.11,2.7.11.21
P34537,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P34739,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P34908,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P34948,5.3.1.8,5,5.3,5.3.1,5.3.1.8
P35169,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P35182,3.1.3.16,3,3.1,3.1.3,3.1.3.16
P35187,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P35196,2.5.1.87,2,2.5,2.5.1,2.5.1.87
P35482,3.1.3.1,3,3.1,3.1.3,3.1.3.1
P35822,3.1.3.48,3,3.1,3.1.3,3.1.3.48
P35970,6.5.1.1,6,6.5,6.5.1,6.5.1.1
P36003,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P36005,2.7.11.1,2,2.7,2.7.11,2.7.11.24
P36013,1.1.1.38,1,1.1,1.1.1,1.1.1.38
P36096,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P36163,3.4.24.-,3,3.4,3.4.24,3.4.24.-
P36329,3.4.21.90,3,3.4,3.4.21,3.4.21.90
P36406,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P36607,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P36615,2.7.11.22,2,2.7,2.7.11,2.7.11.1
P36616,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P37268,2.5.1.21,2,2.5,2.5.1,2.5.1.21
P37573,2.7.7.85,2,2.7,2.7.7,2.7.7.85
P37957,3.1.1.3,3,3.1,3.1.1,3.1.1.3
P38013,1.11.1.24,1,1.11,1.11.1,1.11.1.24
P38051,5.4.4.2,5,5.4,5.4.4,5.4.4.2
P38070,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38080,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38109,3.4.16.5,3,3.4,3.4.16,3.4.16.6
P38110,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38132,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P38139,3.1.1.3,3,3.1,3.1.1,3.1.1.-
P38144,3.6.4.-,3,3.6,3.6.4,3.6.4.-
P38147,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38257,3.1.22.-,3,3.1,3.1.22,3.1.22.-
P38274,2.1.1.320,2,2.1,2.1.1,2.1.1.320
P38446,3.1.30.-,3,3.1,3.1.30,3.1.30.-
P38623,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38632,2.3.2.-,2,2.3,2.3.2,2.3.2.-
P38679,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38691,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38692,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38757,3.1.3.16,3,3.1,3.1.3,3.1.3.16
P38766,3.6.4.12,3,3.6,3.6.4,3.6.4.12
P38797,3.1.3.16,3,3.1,3.1.3,3.1.3.16
P38838,3.4.24.-,3,3.4,3.4.24,3.4.24.-
P38929,7.2.2.10,7,7.2,7.2.2,7.2.2.10
P38970,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38990,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38991,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P38994,2.7.1.68,2,2.7,2.7.1,2.7.1.68
P39007,2.4.99.18,2,2.4,2.4.99,2.4.99.18
P39008,3.1.13.4,3,3.1,3.1.13,3.1.13.4
P39009,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P39062,6.2.1.1,6,6.2,6.2.1,6.2.1.1
P39104,2.7.1.67,2,2.7,2.7.1,2.7.1.67
P39377,3.4.19.-,3,3.5,3.5.2,3.5.2.2
P39429,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P39453,2.7.13.3,2,2.7,2.7.13,2.7.13.3
P39518,6.2.1.3,6,6.2,6.2.1,6.2.1.3
P39610,2.7.1.35,2,2.7,2.7.1,2.7.1.35
P39844,3.4.16.4,3,3.4,3.4.16,3.4.16.4
P39899,3.4.24.-,3,3.4,3.4.24,3.4.24.28
P39928,2.7.13.3,2,2.7,2.7.13,2.7.13.3
P39962,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P40072,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P40084,3.1.3.16,3,3.1,3.1.3,3.1.3.16
P40087,3.4.23.-,3,3.4,3.4.23,3.4.23.-
P40160,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P40215,1.6.5.9,1,1.6,1.6.5,1.6.5.9
P40308,3.1.1.3,3,3.1,3.1.1,3.1.1.3
P40318,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P40319,2.3.1.199,2,2.3,2.3.1,2.3.1.199
P40341,3.4.24.-,3,3.4,3.4.24,3.4.24.-
P40352,3.6.4.12,3,3.6,3.6.4,3.6.4.-
P40360,2.3.1.1,2,2.3,2.3.1,2.3.1.1
P40371,3.1.3.16,3,3.1,3.1.3,3.1.3.16
P40406,3.2.1.52,3,3.2,3.2.1,3.2.1.52
P40421,3.1.3.16,3,3.1,3.1.3,3.1.3.16
P40462,3.4.11.-,3,3.4,3.4.11,3.4.11.-
P40492,2.3.2.27,2,2.3,2.3.2,2.3.2.27
P40494,2.7.11.1,2,2.7,2.7.11,2.7.11.1
P40553,1.11.1.24,1,1.11,1.11.1,1.11.1.24
P40557,5.3.4.1,5,5.3,5.3.4,5.3.4.1
P40818,3.4.19.12,3,3.4,3.4.19,3.4.19.12
